step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
2902,58.04,29,FH,swing,-1.615,0.0159,0.7783,3.17,-1.79,18.0,0.043,0.041,0.324,1.974,5.166,right_shoulder_yaw_joint,1.292,0,0,-0.117,-0.069,1.635,-0.132,-0.1044,0.5034,-0.2518,-0.2561,0.0877,-0.5659,-0.2498,-0.1717,0.2818,0.4567,-0.0606,-0.0769,-0.0811,-0.2863,-0.2583,-0.1171,-0.1582,0.1849,-0.0657,-1.1338,0.6086,0.9963,0.2204,-0.7066,-0.0529,0.4136,0.2699,-0.1144,-0.2054,-0.3574,0.7432,-0.3178,-0.2522,0.9645,-0.4171,-0.0221,-0.5103,-0.0494,0.399,-0.0144,-0.1255,0.3531,-0.0274,0.0783,-0.2851,0.3666,0.0458,0.4187,-1.6153,-0.1648,0.7361,0.4275,-1.974,0.1772,0.7771,0.2102,0.2789,1.032,-0.8574,1.9392,-0.627,-1.1253,-0.1291,-2.8526,-0.6773,-0.4211,0.1774,0.304,-1.6898,0.079,1.1792,-0.0247,-2.251,-0.1155,-0.7294,1.1049,-0.1487,-5.1663,-0.0149,2.2492,0.9861,-3.4466,-0.2101,1.9583,1.1307,-0.3948
2903,58.06,29,FH,swing,-1.6182,0.0162,0.7778,3.23,-1.82,18.29,0.054,-0.045,0.23,1.813,5.268,right_shoulder_yaw_joint,1.317,0,0,-0.163,-0.073,1.637,-0.1353,-0.1113,0.5175,-0.258,-0.2606,0.1077,-0.5732,-0.249,-0.1805,0.2818,0.4655,-0.06,-0.0777,-0.0742,-0.2873,-0.2558,-0.122,-0.1453,0.1858,-0.0567,-1.1672,0.6044,1.0124,0.2274,-0.7456,-0.0491,0.4282,0.2733,-0.1086,-0.139,-0.3174,0.6493,-0.2968,-0.2032,1.0222,-0.33,0.061,-0.3941,0.0304,0.442,0.0671,0.0543,0.326,-0.0473,0.1682,-0.2055,0.6695,0.0321,0.4574,-1.6091,-0.2236,0.828,0.3012,-1.8125,0.1757,0.6855,0.1454,0.2748,1.01,-0.8325,1.9786,-0.6363,-1.12,-0.159,-2.8763,-0.6617,-0.3889,0.1938,0.3395,-1.6874,0.0539,1.1726,-0.0494,-2.2669,-0.1003,-0.6061,1.0933,-0.133,-5.2676,-0.0422,2.3056,0.9765,-3.5445,-0.195,1.9877,1.1272,-0.3647
2904,58.08,29,FH,swing,-1.6215,0.0163,0.7771,3.26,-1.95,18.5,0.065,-0.116,0.165,1.635,5.36,right_shoulder_yaw_joint,1.34,0,0,-0.208,-0.076,1.635,-0.1374,-0.1174,0.5296,-0.2639,-0.2643,0.1285,-0.5789,-0.247,-0.187,0.2833,0.4751,-0.058,-0.0748,-0.0678,-0.2886,-0.2519,-0.1251,-0.1277,0.1864,-0.0473,-1.1999,0.5994,1.0297,0.2321,-0.781,-0.0454,0.4411,0.2756,-0.1025,-0.0906,-0.2763,0.549,-0.2782,-0.1648,1.0535,-0.2583,0.1149,-0.2775,0.1027,0.4712,0.131,0.2434,0.2859,-0.0631,0.2172,-0.1093,0.846,0.0181,0.4614,-1.5723,-0.25,0.8638,0.1869,-1.6352,0.1782,0.6141,0.0987,0.2943,0.994,-0.8079,2.0167,-0.6472,-1.1153,-0.1843,-2.9001,-0.6476,-0.3586,0.2133,0.3681,-1.69,0.0347,1.1689,-0.0722,-2.2795,-0.0797,-0.4898,1.0799,-0.1187,-5.36,-0.0727,2.3504,0.9643,-3.637,-0.1817,2.0224,1.1248,-0.3272
2905,58.1,29,FH,swing,-1.6248,0.0162,0.7764,3.28,-2.15,18.65,0.081,-0.177,0.127,1.517,5.447,right_shoulder_yaw_joint,1.362,0,0,-0.252,-0.079,1.629,-0.1387,-0.1224,0.5396,-0.2694,-0.2673,0.1497,-0.5833,-0.2442,-0.1911,0.2861,0.4849,-0.0549,-0.068,-0.0626,-0.2901,-0.2475,-0.1262,-0.1084,0.1867,-0.0382,-1.2316,0.5941,1.047,0.2346,-0.8131,-0.0416,0.4532,0.2771,-0.0956,-0.0529,-0.2286,0.4489,-0.2627,-0.1385,1.0628,-0.1969,0.146,-0.1611,0.1609,0.4792,0.1795,0.4289,0.2379,-0.0676,0.2247,-0.0047,0.907,0.0069,0.4418,-1.5175,-0.2569,0.8533,0.0937,-1.4817,0.1789,0.5773,0.0667,0.3357,0.9835,-0.7842,2.0511,-0.6567,-1.1128,-0.2049,-2.9194,-0.6345,-0.3319,0.236,0.3903,-1.693,0.0303,1.168,-0.0906,-2.2874,-0.0509,-0.3783,1.0638,-0.1041,-5.4471,-0.1049,2.3916,0.9517,-3.7317,-0.1713,2.0651,1.1241,-0.2832
2906,58.12,29,FH,swing,-1.6281,0.016,0.7757,3.31,-2.41,18.77,0.095,-0.225,0.095,1.455,5.53,right_shoulder_yaw_joint,1.383,0,0,-0.297,-0.082,1.619,-0.1394,-0.1265,0.5477,-0.2746,-0.2698,0.171,-0.5866,-0.2409,-0.1931,0.2901,0.4946,-0.0509,-0.0577,-0.058,-0.2914,-0.2434,-0.1252,-0.0889,0.1868,-0.0297,-1.2621,0.5888,1.0637,0.2355,-0.8426,-0.0379,0.4649,0.2782,-0.0878,-0.0289,-0.1849,0.3598,-0.2493,-0.1163,1.0587,-0.1448,0.1613,-0.0581,0.2115,0.4693,0.2196,0.5996,0.2166,-0.0528,0.1948,0.0972,0.8764,-0.013,0.4085,-1.4547,-0.2561,0.819,0.0242,-1.3745,0.172,0.5736,0.0479,0.3878,0.9736,-0.7617,2.0818,-0.664,-1.112,-0.2221,-2.9312,-0.6231,-0.3098,0.2605,0.4076,-1.6949,0.043,1.1638,-0.1082,-2.2898,-0.0141,-0.271,1.0466,-0.0885,-5.53,-0.1363,2.4342,0.9402,-3.8317,-0.164,2.1167,1.1253,-0.2341
2907,58.14,29,FH,swing,-1.6316,0.0156,0.775,3.32,-2.72,18.86,0.104,-0.261,0.064,1.388,5.609,right_shoulder_yaw_joint,1.402,0,0,-0.341,-0.085,1.605,-0.1398,-0.1298,0.5541,-0.2794,-0.2719,0.192,-0.5888,-0.2375,-0.1933,0.2949,0.5038,-0.0461,-0.0441,-0.0545,-0.2924,-0.2402,-0.1222,-0.0714,0.1865,-0.0219,-1.2911,0.5835,1.0797,0.2353,-0.8706,-0.0345,0.477,0.2791,-0.0788,-0.0127,-0.147,0.2836,-0.2244,-0.0912,1.0427,-0.0953,0.1761,0.0232,0.2458,0.4422,0.2513,0.7502,0.1564,-0.0353,0.1377,0.1902,0.7767,-0.0163,0.3676,-1.3879,-0.2534,0.7798,-0.023,-1.3146,0.1569,0.5986,0.0392,0.4409,0.9627,-0.7412,2.1089,-0.6708,-1.114,-0.2365,-2.9361,-0.615,-0.2913,0.2867,0.421,-1.6952,0.0719,1.1585,-0.1229,-2.2858,0.0317,-0.1666,1.0285,-0.0716,-5.6086,-0.1661,2.4803,0.9299,-3.9353,-0.1606,2.1756,1.1281,-0.1814
2908,58.16,29,FH,swing,-1.635,0.0152,0.7743,3.34,-3.06,18.91,0.106,-0.282,0.039,1.318,5.681,right_shoulder_yaw_joint,1.42,0,0,-0.385,-0.089,1.588,-0.1401,-0.1325,0.5592,-0.2838,-0.2734,0.2125,-0.5903,-0.2338,-0.1921,0.3004,0.5124,-0.0409,-0.0278,-0.0519,-0.2929,-0.2383,-0.1175,-0.0562,0.1854,-0.0149,-1.3188,0.5783,1.095,0.2344,-0.8978,-0.0315,0.4898,0.2798,-0.0687,-0.0114,-0.1229,0.2139,-0.2012,-0.0663,1.0115,-0.0581,0.1862,0.0808,0.2741,0.4107,0.271,0.8785,0.1093,-0.0121,0.0653,0.2718,0.6255,-0.0613,0.3227,-1.3177,-0.2486,0.7447,-0.0529,-1.287,0.132,0.6397,0.0375,0.4888,0.9487,-0.7216,2.134,-0.6753,-1.1176,-0.2477,-2.9336,-0.6097,-0.2771,0.3136,0.4321,-1.6944,0.1142,1.1492,-0.1377,-2.2755,0.0853,-0.064,1.0105,-0.0537,-5.6812,-0.1929,2.53,0.9211,-4.0412,-0.1606,2.2409,1.1317,-0.1247
2909,58.18,29,FH,swing,-1.6385,0.0146,0.7737,3.34,-3.41,18.93,0.107,-0.295,0.011,1.278,5.749,right_shoulder_yaw_joint,1.437,0,0,-0.429,-0.092,1.567,-0.1405,-0.1349,0.5629,-0.2876,-0.2745,0.2323,-0.591,-0.2299,-0.1901,0.3064,0.5204,-0.0354,-0.0091,-0.0503,-0.2929,-0.2379,-0.1113,-0.0455,0.1838,-0.0089,-1.3448,0.5734,1.1096,0.2331,-0.9247,-0.0292,0.5036,0.2806,-0.0577,-0.0159,-0.1094,0.1573,-0.175,-0.0461,0.9729,-0.0236,0.194,0.1175,0.2939,0.3818,0.2792,0.9872,0.0718,0.0158,-0.0136,0.3386,0.4106,-0.0749,0.2757,-1.2413,-0.236,0.7153,-0.0695,-1.2785,0.1015,0.6904,0.038,0.5334,0.9321,-0.7019,2.1572,-0.6766,-1.1232,-0.2542,-2.9236,-0.606,-0.2655,0.3401,0.4413,-1.6935,0.1674,1.134,-0.1535,-2.2595,0.1474,0.0387,0.9907,-0.0351,-5.7488,-0.2169,2.582,0.9134,-4.1499,-0.1632,2.313,1.1343,-0.0631
2910,58.2,29,FH,swing,-1.6422,0.0141,0.7731,3.38,-3.68,18.73,0.104,-0.189,-0.219,1.381,5.798,right_shoulder_yaw_joint,1.45,0,0,-0.472,-0.095,1.541,-0.1423,-0.14,0.5678,-0.2898,-0.2743,0.248,-0.5879,-0.2224,-0.1888,0.3109,0.527,-0.0297,0.0024,-0.0483,-0.2915,-0.2395,-0.1084,-0.0375,0.1799,-0.0029,-1.3597,0.5684,1.0964,0.2315,-0.9557,-0.0275,0.5085,0.2815,-0.0509,-0.1085,-0.278,0.1881,-0.0784,0.0341,0.6517,0.1775,0.393,0.0373,0.1962,0.2985,0.2822,0.1516,0.1104,0.0911,-0.1184,-0.1414,0.321,-0.1801,0.3024,-0.638,-0.2464,-1.1881,-0.0759,-1.3812,0.0745,0.3101,0.0473,0.4931,0.9337,-0.6043,2.1277,-0.5905,-1.2104,-0.1549,-2.9004,-0.5807,-0.2725,0.3933,0.4548,-1.6765,0.371,1.1313,-0.0905,-2.2129,0.2882,0.1423,0.9445,-0.0375,-5.7982,-0.2211,2.6647,0.909,-4.2942,-0.1594,2.4858,1.1249,0.0164
2911,58.22,29,FH,swing,-1.646,0.0134,0.7725,3.35,-4.06,18.55,0.071,-0.375,-0.128,1.285,5.889,right_shoulder_yaw_joint,1.472,0,0,-0.515,-0.098,1.512,-0.1427,-0.1422,0.5697,-0.2911,-0.273,0.2618,-0.5856,-0.2168,-0.1872,0.3165,0.5321,-0.0249,0.0011,-0.0472,-0.289,-0.2426,-0.1175,-0.0314,0.1768,0.0011,-1.3727,0.5646,1.0789,0.2299,-0.9834,-0.026,0.5169,0.2818,-0.0384,0.0305,-0.0208,0.0536,-0.0527,0.0701,0.687,0.0773,0.212,0.0876,0.3186,0.2381,0.1999,-0.1529,0.0315,0.1382,-0.177,-0.6442,0.2339,-0.1172,0.1185,-0.648,-0.1423,-0.5219,-0.0742,-1.2849,0.0688,0.4518,-0.003,0.6236,0.9049,-0.5675,2.1172,-0.5417,-1.2612,-0.0862,-2.8663,-0.5569,-0.2421,0.4488,0.4551,-1.6706,0.5072,1.1019,-0.1216,-2.1948,0.3891,0.2533,0.9083,-0.0255,-5.8892,-0.2385,2.7433,0.912,-4.4356,-0.1568,2.6393,1.1166,0.0946
2912,58.24,29,FH,swing,-1.6497,0.0128,0.7719,3.26,-4.59,18.49,0.076,-0.492,-0.032,1.544,5.98,right_shoulder_yaw_joint,1.495,0,0,-0.558,-0.101,1.48,-0.141,-0.1403,0.5705,-0.2926,-0.2717,0.2753,-0.585,-0.2142,-0.1853,0.3247,0.5369,-0.0218,0.0,-0.0477,-0.2865,-0.2467,-0.1319,-0.0263,0.1742,0.0019,-1.3866,0.5622,1.0779,0.2288,-1.0139,-0.0246,0.5342,0.2811,-0.0244,0.1232,0.1553,0.0442,-0.089,0.0522,0.6374,0.0015,0.0904,0.0921,0.4306,0.2437,0.1278,0.0942,-0.0425,0.1043,-0.2186,-0.7122,0.2149,-0.1234,-0.0099,-0.711,-0.1054,0.2804,-0.0466,-1.5438,0.0628,1.0824,-0.0465,0.6743,0.8484,-0.5969,2.1255,-0.5597,-1.265,-0.0527,-2.8416,-0.5477,-0.1981,0.4654,0.4638,-1.6768,0.5396,1.0547,-0.219,-2.1836,0.4384,0.3582,0.8955,-0.0163,-5.98,-0.2474,2.8163,0.904,-4.5603,-0.1579,2.7248,1.1227,0.1452
2913,58.26,29,FH,swing,-1.6534,0.0122,0.7712,3.2,-5.1,18.36,0.098,-0.416,-0.184,1.205,6.037,right_shoulder_yaw_joint,1.509,0,0,-0.601,-0.104,1.443,-0.1396,-0.1393,0.5725,-0.2943,-0.2707,0.2859,-0.5829,-0.2104,-0.1844,0.3335,0.5428,-0.0192,0.0007,-0.0491,-0.2851,-0.251,-0.1451,-0.02,0.1716,0.0017,-1.4039,0.5597,1.0821,0.2277,-1.0426,-0.0237,0.5531,0.2805,-0.0093,0.0493,-0.0048,0.1116,-0.0617,0.068,0.469,0.1723,0.2599,0.0112,0.4168,0.2947,0.1438,-0.108,-0.0689,0.0751,-0.2165,-0.6449,0.2979,-0.1239,0.0,-0.8872,-0.1305,0.0233,-0.0545,-1.2048,0.0354,0.7087,-0.0172,0.7535,0.8089,-0.57,2.1528,-0.5382,-1.2915,0.0266,-2.8116,-0.536,-0.1777,0.4912,0.4845,-1.6828,0.554,1.0075,-0.2756,-2.1664,0.5118,0.4758,0.8665,-0.0205,-6.0367,-0.2487,2.8543,0.8947,-4.6599,-0.1527,2.8175,1.1149,0.2298
2914,58.28,29,FH,swing,-1.6569,0.0117,0.7705,3.16,-5.64,18.16,0.118,-0.489,-0.134,1.463,6.092,right_shoulder_yaw_joint,1.523,0,0,-0.643,-0.107,1.404,-0.1379,-0.1384,0.5743,-0.296,-0.2696,0.2947,-0.5794,-0.2056,-0.1839,0.3427,0.549,-0.0171,-0.0014,-0.0513,-0.284,-0.2553,-0.1575,-0.0111,0.1691,0.0009,-1.4206,0.5576,1.085,0.2263,-1.07,-0.0228,0.5712,0.2799,0.0068,0.1332,0.1173,0.0632,-0.0994,0.0375,0.4161,0.1248,0.182,0.0272,0.4682,0.3087,0.0721,0.0311,-0.1202,0.0407,-0.207,-0.5633,0.426,-0.1097,-0.0763,-0.7625,-0.0729,0.3897,-0.0686,-1.4627,0.0412,1.1075,-0.0411,0.7369,0.7591,-0.5697,2.1775,-0.5488,-1.2927,0.0779,-2.791,-0.5312,-0.1449,0.5014,0.5032,-1.6966,0.5348,0.961,-0.3557,-2.1525,0.5595,0.5873,0.8445,-0.0272,-6.0922,-0.2541,2.8873,0.8802,-4.7478,-0.1453,2.8901,1.1144,0.3011
2915,58.3,29,FH,swing,-1.6605,0.0111,0.7697,3.14,-6.2,17.92,0.14,-0.471,-0.215,1.313,6.119,right_shoulder_yaw_joint,1.53,0,0,-0.685,-0.11,1.36,-0.1357,-0.1376,0.5766,-0.2978,-0.2687,0.3019,-0.5749,-0.2,-0.1838,0.352,0.5558,-0.0159,-0.003,-0.0544,-0.2833,-0.2591,-0.1679,0.0007,0.1665,-0.0009,-1.4364,0.5562,1.0873,0.2245,-1.0966,-0.0218,0.5883,0.2791,0.0223,0.1291,0.0703,0.0793,-0.0955,0.0369,0.3367,0.2012,0.2541,-0.0019,0.4572,0.3319,0.0409,-0.0523,-0.1455,0.0346,-0.1808,-0.4832,0.5621,-0.113,-0.1064,-0.7191,-0.0548,0.1673,-0.0954,-1.3126,0.0533,0.8904,-0.0354,0.7254,0.7228,-0.5319,2.2125,-0.5353,-1.3104,0.1486,-2.769,-0.5247,-0.1227,0.523,0.5241,-1.7118,0.5127,0.9172,-0.4087,-2.1363,0.6295,0.7073,0.8125,-0.0411,-6.1194,-0.2585,2.8981,0.8639,-4.8193,-0.1302,2.9802,1.1036,0.4014
2916,58.32,29,FH,swing,-1.664,0.0106,0.7689,3.14,-6.8,17.66,0.163,-0.511,-0.229,1.24,6.129,right_shoulder_yaw_joint,1.532,0,0,-0.726,-0.113,1.313,-0.1326,-0.1359,0.5786,-0.2999,-0.268,0.3082,-0.5701,-0.1944,-0.1835,0.3615,0.5627,-0.0158,-0.0038,-0.0581,-0.2826,-0.2623,-0.1761,0.0154,0.1637,-0.0037,-1.4499,0.5553,1.0888,0.2221,-1.1224,-0.0202,0.6068,0.278,0.0388,0.18,0.118,0.0832,-0.1013,0.031,0.3011,0.2245,0.2578,0.0094,0.4633,0.3318,-0.0179,-0.0135,-0.1792,0.0356,-0.1477,-0.3624,0.699,-0.1308,-0.1577,-0.6011,-0.0318,0.0877,-0.1223,-1.2395,0.0876,0.949,-0.0616,0.8046,0.6862,-0.4916,2.2528,-0.5252,-1.3249,0.2164,-2.7475,-0.5132,-0.098,0.5438,0.5457,-1.7273,0.4757,0.8775,-0.4629,-2.1206,0.7087,0.8314,0.7794,-0.059,-6.1288,-0.262,2.902,0.8458,-4.8845,-0.1086,3.0722,1.0912,0.5172
2917,58.34,29,FH,swing,-1.6675,0.01,0.7681,3.16,-7.45,17.37,0.188,-0.547,-0.259,1.084,6.12,right_shoulder_yaw_joint,1.53,0,0,-0.768,-0.116,1.262,-0.1287,-0.1336,0.5809,-0.302,-0.2674,0.3139,-0.5645,-0.1884,-0.183,0.371,0.5695,-0.0169,-0.0047,-0.0627,-0.2819,-0.2648,-0.1821,0.0333,0.1605,-0.0075,-1.4605,0.5548,1.0872,0.2191,-1.1461,-0.0176,0.6256,0.2764,0.0575,0.2117,0.1263,0.1212,-0.0939,0.0354,0.2687,0.2927,0.306,0.0156,0.4596,0.333,-0.0698,-0.054,-0.2237,0.0475,-0.1085,-0.2601,0.8631,-0.1514,-0.1999,-0.4675,-0.0234,-0.1496,-0.1479,-1.0844,0.1332,0.8802,-0.0868,0.9131,0.6523,-0.4381,2.2977,-0.5078,-1.3472,0.2894,-2.7282,-0.5008,-0.0733,0.5734,0.5665,-1.7423,0.4301,0.8402,-0.514,-2.1035,0.7959,0.9588,0.7427,-0.0817,-6.1198,-0.2655,2.8938,0.824,-4.9442,-0.078,3.1718,1.075,0.6488
2918,58.36,29,FH,swing,-1.6712,0.0094,0.7673,3.19,-8.16,17.06,0.21,-0.593,-0.286,1.049,6.09,right_shoulder_yaw_joint,1.522,0,0,-0.809,-0.119,1.208,-0.1238,-0.1302,0.5836,-0.3042,-0.2668,0.3193,-0.558,-0.1822,-0.182,0.381,0.5762,-0.0191,-0.0058,-0.0681,-0.2809,-0.2664,-0.186,0.0541,0.1571,-0.0123,-1.4676,0.5543,1.0826,0.2156,-1.1679,-0.0139,0.6452,0.2741,0.0789,0.2527,0.1764,0.141,-0.0943,0.036,0.2637,0.3337,0.3123,0.0361,0.4812,0.3219,-0.1252,-0.0878,-0.2532,0.06,-0.0674,-0.1658,0.9846,-0.1636,-0.2468,-0.2961,-0.023,-0.3185,-0.1773,-0.9867,0.1943,0.9023,-0.1176,1.0491,0.6165,-0.3799,2.3517,-0.4895,-1.3694,0.3612,-2.7212,-0.4932,-0.0483,0.6046,0.5866,-1.7544,0.3605,0.807,-0.5642,-2.0853,0.8773,1.0816,0.7043,-0.1038,-6.0899,-0.2721,2.8781,0.7988,-4.9959,-0.042,3.268,1.0563,0.7895
2919,58.38,29,FH,swing,-1.6749,0.0088,0.7664,3.21,-8.94,16.75,0.211,-0.661,-0.248,1.136,6.047,right_shoulder_yaw_joint,1.512,0,0,-0.849,-0.122,1.15,-0.118,-0.1254,0.5866,-0.3063,-0.2661,0.3249,-0.5515,-0.1766,-0.1808,0.3914,0.5826,-0.0225,-0.0068,-0.0738,-0.2798,-0.2674,-0.1882,0.0752,0.1534,-0.018,-1.4707,0.5537,1.076,0.2114,-1.1889,-0.0088,0.6662,0.2711,0.1026,0.3003,0.2579,0.1525,-0.0949,0.0344,0.2771,0.3099,0.2593,0.0483,0.5105,0.3115,-0.1826,-0.0299,-0.2657,0.0643,-0.0321,-0.0751,0.9755,-0.1719,-0.2953,-0.0831,-0.036,-0.3374,-0.2099,-1.0071,0.2566,1.0315,-0.1509,1.1358,0.5749,-0.3385,2.4128,-0.4815,-1.3843,0.4244,-2.727,-0.4972,-0.0179,0.6328,0.6008,-1.7697,0.2553,0.7626,-0.633,-2.0657,0.9384,1.1929,0.6706,-0.1272,-6.0468,-0.28,2.8507,0.7709,-5.0375,-0.0005,3.3554,1.037,0.9274
2920,58.4,29,FH,swing,-1.6788,0.0082,0.7655,3.2,-9.76,16.48,0.197,-0.693,-0.228,1.176,5.989,right_shoulder_yaw_joint,1.497,0,0,-0.889,-0.125,1.089,-0.1119,-0.1198,0.59,-0.308,-0.2653,0.3307,-0.5457,-0.172,-0.1798,0.4022,0.589,-0.0268,-0.007,-0.0791,-0.2786,-0.2676,-0.1889,0.0921,0.1497,-0.0246,-1.4698,0.5525,1.0675,0.2065,-1.2093,-0.0025,0.688,0.2676,0.1274,0.3015,0.2855,0.1801,-0.0765,0.042,0.2856,0.2783,0.2142,0.0332,0.5312,0.3186,-0.2264,0.0005,-0.2353,0.0626,0.0007,-0.0124,0.7241,-0.1728,-0.3269,0.0952,-0.0692,-0.4621,-0.2426,-0.96,0.3164,1.0388,-0.1755,1.1764,0.5331,-0.3019,2.4817,-0.4688,-1.3998,0.4921,-2.7434,-0.5109,0.0122,0.6608,0.609,-1.7859,0.1198,0.7035,-0.7049,-2.0395,0.9872,1.2952,0.638,-0.1521,-5.9892,-0.2885,2.8056,0.7426,-5.069,0.0459,3.4411,1.0112,1.0661
2921,58.42,29,FH,swing,-1.6829,0.0075,0.7644,3.17,-10.61,16.26,0.174,-0.723,-0.195,1.201,5.923,right_shoulder_yaw_joint,1.481,0,0,-0.929,-0.128,1.025,-0.1059,-0.1134,0.5937,-0.3095,-0.2644,0.3369,-0.5407,-0.1687,-0.1791,0.4136,0.5954,-0.0319,-0.0064,-0.0839,-0.2775,-0.2671,-0.1884,0.1044,0.1461,-0.0317,-1.4657,0.5507,1.0573,0.201,-1.2286,0.0051,0.7107,0.2633,0.1531,0.2947,0.3136,0.2033,-0.0606,0.0491,0.3078,0.2371,0.1529,0.0232,0.5611,0.3184,-0.2624,0.0267,-0.2136,0.0702,0.0374,0.0339,0.5222,-0.1754,-0.3534,0.2551,-0.1023,-0.5819,-0.2688,-0.9065,0.3737,1.0515,-0.212,1.2011,0.4896,-0.2701,2.5501,-0.4567,-1.416,0.5567,-2.7661,-0.5312,0.0433,0.69,0.6146,-1.8044,-0.0391,0.635,-0.7851,-2.0096,1.0231,1.3918,0.6117,-0.1776,-5.9235,-0.2952,2.7425,0.7137,-5.0844,0.0971,3.5176,0.9799,1.1971
2922,58.44,29,FH,swing,-1.6872,0.0067,0.7633,3.1,-11.49,16.1,0.148,-0.759,-0.127,1.233,5.858,right_shoulder_yaw_joint,1.465,0,0,-0.969,-0.13,0.957,-0.1,-0.1064,0.5977,-0.3107,-0.2635,0.3435,-0.5369,-0.167,-0.1784,0.4257,0.6019,-0.0377,-0.0053,-0.0884,-0.2761,-0.2657,-0.1869,0.1132,0.1426,-0.0393,-1.4588,0.5482,1.0458,0.1951,-1.2465,0.0139,0.7342,0.2582,0.1793,0.2865,0.3484,0.2038,-0.0545,0.0433,0.331,0.1737,0.061,0.0262,0.5963,0.3213,-0.2934,0.0629,-0.1997,0.0737,0.0872,0.0916,0.369,-0.1596,-0.3751,0.3671,-0.1293,-0.5721,-0.2896,-0.8445,0.4293,1.1404,-0.2564,1.2328,0.4429,-0.2487,2.6138,-0.4499,-1.428,0.6131,-2.7915,-0.5597,0.0765,0.719,0.618,-1.8286,-0.218,0.557,-0.8833,-1.9798,1.0427,1.4833,0.5925,-0.2037,-5.8582,-0.3003,2.664,0.6846,-5.0835,0.1519,3.581,0.9477,1.3153
2923,58.46,29,FH,swing,-1.6917,0.0059,0.762,2.99,-12.37,16.01,0.12,-0.768,-0.081,1.181,5.78,right_shoulder_yaw_joint,1.445,0,0,-1.008,-0.133,0.887,-0.0947,-0.0993,0.6017,-0.3118,-0.2626,0.3506,-0.5341,-0.1668,-0.1778,0.4385,0.6085,-0.0439,-0.004,-0.0926,-0.275,-0.2633,-0.1846,0.1196,0.1398,-0.0472,-1.45,0.5453,1.0326,0.1888,-1.2626,0.0237,0.7576,0.2522,0.2047,0.2524,0.3454,0.205,-0.0474,0.0396,0.3558,0.1238,-0.0109,0.0295,0.6272,0.3317,-0.3125,0.0665,-0.1868,0.0639,0.1401,0.124,0.2646,-0.1204,-0.3825,0.4443,-0.1478,-0.6591,-0.3054,-0.7484,0.4808,1.1182,-0.2921,1.1813,0.3956,-0.2222,2.6759,-0.4389,-1.4429,0.6626,-2.8223,-0.598,0.1048,0.753,0.6202,-1.8583,-0.4187,0.4747,-0.9832,-1.9457,1.0508,1.5703,0.5768,-0.2312,-5.78,-0.3042,2.5705,0.6515,-5.0612,0.2101,3.6331,0.9117,1.4245
