step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
452,9.04,5,FH,swing,-1.598,0.011,0.7748,1.54,-6.46,6.67,0.485,0.13,1.963,3.564,4.124,right_shoulder_yaw_joint,1.325,0,0,0.627,-0.127,1.584,-0.0652,-0.0145,0.3512,-0.1285,-0.1832,0.0497,-0.2862,-0.179,-0.0025,0.4062,0.4474,0.0077,-0.0512,-0.2151,-0.3026,-0.104,-0.1817,-0.1105,0.1325,0.0267,-0.8262,0.6156,1.2966,0.0528,-0.5694,-0.0916,0.1767,0.1935,-0.2586,0.1064,0.2865,2.3405,-1.2896,-1.2902,-0.1146,-1.8592,-1.4495,-1.3276,-0.8097,0.5062,0.1263,1.4926,0.8179,-0.435,-2.5733,-0.9403,-0.6019,0.521,-0.3263,-3.5645,0.8766,3.1874,0.5147,-2.1879,-0.177,2.2823,1.2348,-0.3649,1.2295,-0.8931,2.0787,-0.2649,-1.1528,0.7028,-2.8647,-0.7078,-0.5637,0.1299,0.286,-1.3111,-1.119,1.8918,-0.4734,-1.9545,-0.6433,-1.2623,0.8577,0.059,-4.1237,0.4181,3.302,0.4279,-3.1458,-0.4292,1.1334,1.0773,-1.0565
453,9.06,5,FH,swing,-1.5973,0.0112,0.7752,2.14,-6.16,8.58,0.456,0.388,1.613,2.983,4.319,right_shoulder_yaw_joint,1.349,0,0,0.579,-0.13,1.631,-0.0651,-0.0144,0.3959,-0.1522,-0.2076,0.0471,-0.3197,-0.2033,-0.0313,0.3863,0.4574,0.0148,-0.0249,-0.1974,-0.3102,-0.1477,-0.1948,-0.1215,0.1421,0.0196,-0.8925,0.6338,1.347,0.0653,-0.6189,-0.0937,0.2204,0.2145,-0.2608,-0.04,-0.0989,2.0609,-1.0768,-1.1136,-0.0678,-1.5756,-1.0711,-1.4401,-1.0566,0.4357,0.5087,1.1069,0.9029,-0.3167,-1.8867,-0.4785,-0.5094,0.4077,-0.3404,-2.9827,0.9029,2.0489,0.621,-2.4326,-0.0569,1.9988,0.9047,-0.0163,1.2365,-0.9699,2.1083,-0.2643,-1.2193,0.6799,-2.7921,-0.7212,-0.5565,0.1218,0.3202,-1.3212,-0.8677,1.7987,-0.3959,-2.0288,-0.6492,-1.1766,0.8786,0.015,-4.319,0.418,3.3954,0.5063,-3.3993,-0.4186,1.2519,1.0684,-0.9822
454,9.08,5,FH,swing,-1.5975,0.0111,0.7756,2.7,-5.72,10.1,0.386,0.454,1.278,2.638,4.523,right_shoulder_yaw_joint,1.382,0,0,0.531,-0.133,1.673,-0.0673,-0.0198,0.4345,-0.1712,-0.2279,0.0477,-0.3475,-0.2206,-0.0598,0.3648,0.4665,0.027,-0.0082,-0.1795,-0.3158,-0.1793,-0.2015,-0.1311,0.1496,0.0131,-0.9496,0.6512,1.3788,0.0795,-0.673,-0.0935,0.2573,0.2293,-0.2573,-0.136,-0.3263,1.7653,-0.8514,-0.914,0.1632,-1.285,-0.7446,-1.3664,-1.0486,0.4197,0.6732,0.5913,0.8887,-0.2359,-1.3494,-0.2523,-0.4448,0.3167,-0.299,-2.5994,0.8362,1.2573,0.7035,-2.6377,0.0396,1.6442,0.6284,0.2279,1.2292,-0.9637,2.1317,-0.2403,-1.2881,0.6534,-2.7223,-0.7418,-0.5528,0.1515,0.371,-1.3077,-0.6051,1.7363,-0.3202,-2.0949,-0.669,-1.0948,0.8944,-0.0053,-4.523,0.3856,3.5265,0.5834,-3.6539,-0.3991,1.3571,1.0675,-0.9113
455,9.1,5,FH,swing,-1.5987,0.0108,0.7758,3.17,-5.32,11.31,0.308,0.388,1.001,2.794,4.723,right_shoulder_yaw_joint,1.421,0,0,0.484,-0.135,1.712,-0.071,-0.0281,0.4672,-0.1862,-0.2444,0.0544,-0.3705,-0.2329,-0.0857,0.3459,0.4757,0.0409,-0.0017,-0.1629,-0.32,-0.202,-0.2061,-0.1394,0.1555,0.0078,-1.0008,0.666,1.3988,0.0952,-0.7307,-0.0913,0.2869,0.2398,-0.2499,-0.1879,-0.4262,1.4984,-0.6674,-0.7381,0.5052,-1.0668,-0.5342,-1.2133,-0.8681,0.4493,0.7059,0.1149,0.7908,-0.1879,-0.97,-0.2246,-0.3714,0.2458,-0.2266,-2.3725,0.6755,0.8024,0.762,-2.7935,0.1332,1.3103,0.4433,0.3975,1.203,-0.9223,2.1601,-0.2196,-1.3473,0.6173,-2.6795,-0.7695,-0.5411,0.202,0.4296,-1.2802,-0.3806,1.6929,-0.2505,-2.1407,-0.6901,-1.0191,0.909,-0.0041,-4.7229,0.3384,3.6823,0.6523,-3.8957,-0.3711,1.4573,1.0744,-0.8507
456,9.12,5,FH,swing,-1.6009,0.0102,0.7758,3.54,-5.02,12.27,0.238,0.266,0.807,2.865,4.902,right_shoulder_yaw_joint,1.458,0,0,0.437,-0.138,1.746,-0.0756,-0.0373,0.4948,-0.1982,-0.2578,0.0684,-0.3897,-0.2424,-0.1083,0.332,0.4858,0.0547,-0.0035,-0.1485,-0.3236,-0.2186,-0.2116,-0.1452,0.1601,0.0043,-1.0486,0.6769,1.4131,0.1115,-0.7904,-0.0872,0.3107,0.2474,-0.2401,-0.2287,-0.4498,1.2729,-0.5369,-0.6027,0.8646,-0.8847,-0.4238,-1.06,-0.6035,0.5087,0.6641,-0.2335,0.6749,-0.1565,-0.7082,-0.3148,-0.2422,0.1893,-0.1378,-2.236,0.4628,0.6214,0.7821,-2.8653,0.2174,1.0587,0.3325,0.49,1.1667,-0.8795,2.1946,-0.2158,-1.3911,0.5656,-2.6699,-0.7966,-0.519,0.2523,0.4861,-1.2514,-0.214,1.6585,-0.1948,-2.1664,-0.7082,-0.9494,0.9273,0.0117,-4.902,0.2906,3.8311,0.7064,-4.1046,-0.3394,1.5443,1.0823,-0.8021
457,9.14,5,FH,swing,-1.604,0.0094,0.7755,3.81,-4.86,13.09,0.184,0.141,0.688,2.807,5.048,right_shoulder_yaw_joint,1.487,0,0,0.39,-0.141,1.776,-0.0808,-0.0465,0.5184,-0.2083,-0.2689,0.0891,-0.4061,-0.2504,-0.1284,0.3232,0.4972,0.0671,-0.0105,-0.1363,-0.3267,-0.2307,-0.2195,-0.1468,0.164,0.0027,-1.0937,0.6834,1.4257,0.1274,-0.8497,-0.0816,0.3302,0.2533,-0.2294,-0.2538,-0.4402,1.0993,-0.4581,-0.5023,1.1719,-0.7688,-0.3664,-0.9485,-0.3552,0.5759,0.5804,-0.416,0.5749,-0.1376,-0.517,-0.4378,-0.0215,0.1558,-0.041,-2.1202,0.2467,0.5986,0.752,-2.8065,0.2786,0.8821,0.2588,0.5181,1.1298,-0.8511,2.2319,-0.2293,-1.4181,0.5023,-2.6864,-0.8184,-0.4861,0.291,0.5326,-1.232,-0.1054,1.6266,-0.1614,-2.1788,-0.7218,-0.8825,0.9486,0.0327,-5.0482,0.249,3.9497,0.7419,-4.2699,-0.3065,1.6137,1.0873,-0.7623
458,9.16,5,FH,swing,-1.6077,0.0083,0.775,4.01,-4.82,13.81,0.15,0.036,0.626,2.612,5.165,right_shoulder_yaw_joint,1.508,0,0,0.344,-0.144,1.801,-0.0864,-0.0554,0.5389,-0.2172,-0.2783,0.1149,-0.421,-0.2574,-0.1466,0.3187,0.5097,0.0775,-0.0194,-0.1257,-0.3295,-0.2394,-0.2295,-0.1446,0.1673,0.0031,-1.1359,0.6859,1.4384,0.142,-0.9057,-0.0751,0.3467,0.2578,-0.2187,-0.2616,-0.4164,0.9689,-0.4114,-0.4308,1.3937,-0.7114,-0.3331,-0.8774,-0.1749,0.6285,0.4696,-0.4477,0.5014,-0.1272,-0.3601,-0.5299,0.1406,0.1373,0.0531,-1.9754,0.0602,0.6201,0.6704,-2.6122,0.3155,0.7548,0.2005,0.5096,1.1016,-0.839,2.2677,-0.2511,-1.4335,0.4386,-2.7161,-0.8305,-0.4428,0.318,0.5642,-1.2229,-0.0387,1.5921,-0.1509,-2.1842,-0.7285,-0.8128,0.966,0.0526,-5.165,0.2147,4.0311,0.7607,-4.4007,-0.2738,1.6724,1.0879,-0.7245
459,9.18,5,FH,swing,-1.6119,0.0071,0.7745,4.16,-4.88,14.49,0.134,-0.047,0.594,2.343,5.261,right_shoulder_yaw_joint,1.52,0,0,0.298,-0.147,1.823,-0.0917,-0.0635,0.5572,-0.2252,-0.2865,0.1443,-0.4349,-0.2639,-0.1636,0.3168,0.5229,0.0855,-0.0277,-0.1161,-0.3322,-0.2451,-0.2407,-0.1397,0.1701,0.0052,-1.1747,0.6851,1.4511,0.1543,-0.9566,-0.0681,0.3611,0.2612,-0.2082,-0.2537,-0.3805,0.8664,-0.3777,-0.3799,1.5363,-0.6618,-0.3128,-0.8248,-0.0656,0.6517,0.3461,-0.3766,0.4689,-0.1198,-0.2225,-0.5634,0.2385,0.1101,0.1336,-1.8024,-0.086,0.6134,0.5548,-2.3433,0.3335,0.6693,0.1485,0.4959,1.0834,-0.8385,2.3001,-0.2742,-1.4421,0.3812,-2.7499,-0.8311,-0.3923,0.3368,0.5835,-1.2199,0.0008,1.5554,-0.1575,-2.1869,-0.7277,-0.7366,0.9766,0.0687,-5.2612,0.1862,4.082,0.7681,-4.5108,-0.2415,1.7253,1.0846,-0.6855
460,9.2,5,FH,swing,-1.6165,0.0055,0.7738,4.28,-5.02,15.14,0.125,-0.115,0.561,2.068,5.343,right_shoulder_yaw_joint,1.528,0,0,0.252,-0.149,1.841,-0.0966,-0.0709,0.5737,-0.2326,-0.2936,0.176,-0.4479,-0.2699,-0.1795,0.3163,0.5362,0.0911,-0.034,-0.1069,-0.3347,-0.2483,-0.2518,-0.1327,0.1721,0.0086,-1.2097,0.6819,1.463,0.1641,-1.0017,-0.0609,0.3743,0.2636,-0.198,-0.2236,-0.3434,0.7822,-0.3417,-0.3269,1.6292,-0.634,-0.2861,-0.7797,-0.015,0.6527,0.2292,-0.2531,0.4504,-0.1113,-0.1062,-0.5436,0.3376,0.0696,0.194,-1.6228,-0.1984,0.5643,0.4303,-2.0676,0.3394,0.6172,0.1014,0.4885,1.0719,-0.8438,2.3293,-0.2983,-1.4471,0.3298,-2.7828,-0.8238,-0.3375,0.352,0.5949,-1.2203,0.0227,1.5204,-0.1754,-2.1894,-0.7201,-0.6537,0.9818,0.0812,-5.3435,0.1614,4.1132,0.7679,-4.6082,-0.2105,1.7732,1.0794,-0.6459
461,9.22,5,FH,swing,-1.6213,0.0035,0.773,4.37,-5.22,15.75,0.119,-0.172,0.521,1.819,5.419,right_shoulder_yaw_joint,1.534,0,0,0.207,-0.152,1.854,-0.1007,-0.0775,0.5885,-0.2392,-0.2997,0.2091,-0.4604,-0.2751,-0.1945,0.3164,0.5495,0.0945,-0.0376,-0.098,-0.337,-0.2494,-0.2621,-0.1239,0.1731,0.013,-1.241,0.6767,1.4735,0.1714,-1.0414,-0.0538,0.3866,0.2651,-0.1878,-0.1849,-0.3146,0.6994,-0.3015,-0.2719,1.6865,-0.6156,-0.2499,-0.7283,0.0061,0.6474,0.1295,-0.1158,0.4332,-0.1046,-0.0155,-0.4853,0.419,0.0252,0.2335,-1.4525,-0.2837,0.4895,0.3133,-1.8192,0.3362,0.5818,0.0625,0.4838,1.0648,-0.8492,2.3564,-0.3218,-1.4507,0.2831,-2.8132,-0.8134,-0.2822,0.3673,0.6017,-1.2225,0.0345,1.49,-0.1992,-2.1917,-0.7076,-0.5658,0.9828,0.0925,-5.4187,0.1373,4.134,0.763,-4.6991,-0.182,1.8179,1.0735,-0.6063
462,9.24,5,FH,swing,-1.6263,0.0013,0.7722,4.43,-5.48,16.3,0.116,-0.221,0.474,1.718,5.491,right_shoulder_yaw_joint,1.538,0,0,0.162,-0.155,1.864,-0.104,-0.0836,0.6016,-0.2449,-0.3046,0.2432,-0.4725,-0.2797,-0.2083,0.3168,0.5625,0.0962,-0.0385,-0.0894,-0.3391,-0.2491,-0.271,-0.1134,0.1732,0.018,-1.2692,0.6701,1.4824,0.1765,-1.0766,-0.0468,0.3983,0.2659,-0.1777,-0.1482,-0.293,0.608,-0.2609,-0.219,1.7176,-0.5898,-0.2101,-0.6621,0.0202,0.6418,0.0522,0.0174,0.4225,-0.097,0.044,-0.406,0.4942,-0.0158,0.2554,-1.3066,-0.3462,0.4101,0.2117,-1.6145,0.325,0.5558,0.0319,0.4789,1.0596,-0.8518,2.3826,-0.3444,-1.4535,0.2395,-2.8416,-0.8036,-0.2298,0.3838,0.6065,-1.226,0.0404,1.4646,-0.2263,-2.1933,-0.6923,-0.4748,0.9821,0.1045,-5.4911,0.1127,4.1506,0.7548,-4.7865,-0.1562,1.8605,1.0676,-0.5675
463,9.26,5,FH,swing,-1.6314,-0.0012,0.7714,4.48,-5.8,16.81,0.122,-0.26,0.434,2.015,5.564,right_shoulder_yaw_joint,1.547,0,0,0.117,-0.157,1.87,-0.1066,-0.0892,0.6128,-0.2498,-0.3085,0.2774,-0.4839,-0.2834,-0.2206,0.3174,0.5754,0.0964,-0.0367,-0.0811,-0.3411,-0.2479,-0.2782,-0.102,0.1723,0.0233,-1.2932,0.6625,1.489,0.1797,-1.1098,-0.0401,0.4104,0.2661,-0.17,-0.1116,-0.2551,0.5567,-0.2256,-0.1648,1.6573,-0.5515,-0.1623,-0.5894,0.0119,0.5963,-0.0298,0.1702,0.4145,-0.0893,0.0617,-0.3383,0.4955,-0.1243,0.2616,-0.6835,-0.3807,0.0849,0.1291,-2.0148,0.3122,0.8197,0.0082,-0.2712,1.0471,-0.8508,2.3843,-0.3721,-1.4518,0.1885,-2.8735,-0.8078,-0.1791,0.3892,0.6054,-1.2402,0.0832,1.4344,-0.2457,-2.1815,-0.6959,-0.4024,0.986,0.1083,-5.5639,0.0897,4.1875,0.7364,-4.8776,-0.141,1.9155,1.0649,-0.5618
464,9.28,5,FH,swing,-1.6366,-0.004,0.7705,4.53,-6.15,17.34,0.122,-0.299,0.47,2.338,5.631,right_shoulder_yaw_joint,1.559,0,0,0.072,-0.16,1.871,-0.1084,-0.0935,0.624,-0.2543,-0.3116,0.3079,-0.4955,-0.2872,-0.2318,0.3176,0.5869,0.0946,-0.0307,-0.0725,-0.3428,-0.2471,-0.2876,-0.0919,0.1698,0.0281,-1.2983,0.6544,1.4823,0.181,-1.1586,-0.0341,0.431,0.2662,-0.1867,-0.0776,-0.1933,0.5412,-0.2028,-0.1444,1.4515,-0.582,-0.2171,-0.5308,0.0056,0.574,-0.1266,0.3952,0.4308,-0.065,0.0221,-0.615,0.4281,-0.1067,0.2225,-0.1573,-0.4159,-0.5395,0.0386,-2.338,0.2674,0.9953,0.0009,-0.8445,1.0388,-0.8594,2.3705,-0.3981,-1.4683,0.1685,-2.8991,-0.8121,-0.1332,0.3958,0.5991,-1.2604,0.1452,1.397,-0.2798,-2.1628,-0.6849,-0.3407,0.9917,0.0991,-5.631,0.0838,4.2361,0.714,-4.9812,-0.1188,2.0014,1.0721,-0.5684
465,9.3,5,FH,swing,-1.6418,-0.0072,0.7697,4.56,-6.51,17.88,0.116,-0.277,0.476,1.51,5.698,right_shoulder_yaw_joint,1.565,0,0,0.028,-0.163,1.869,-0.1103,-0.0978,0.6319,-0.2582,-0.3147,0.3341,-0.5072,-0.2921,-0.2417,0.3175,0.5988,0.0922,-0.0268,-0.0639,-0.3443,-0.2462,-0.3043,-0.0838,0.1682,0.0322,-1.31,0.6454,1.4726,0.1806,-1.196,-0.0289,0.4497,0.2667,-0.1891,-0.0913,-0.2144,0.3013,-0.1622,-0.1324,1.2089,-0.5803,-0.2514,-0.4691,-0.0114,0.5886,-0.1211,0.04,0.4124,-0.0693,0.0503,-1.0106,0.3149,-0.0695,0.1868,-0.777,-0.4391,-0.3979,-0.0446,-1.5095,0.2387,0.8182,0.0337,0.1994,1.0427,-0.8707,2.4087,-0.3877,-1.5037,0.2121,-2.91,-0.7975,-0.1082,0.429,0.5974,-1.256,0.1566,1.3839,-0.3247,-2.1586,-0.6254,-0.2397,0.979,0.1099,-5.6984,0.0763,4.2617,0.7172,-5.0766,-0.0888,2.0941,1.0801,-0.506
466,9.32,5,FH,swing,-1.647,-0.0106,0.7687,4.55,-6.9,18.38,0.106,-0.327,0.395,1.243,5.795,right_shoulder_yaw_joint,1.573,0,0,-0.016,-0.165,1.863,-0.1117,-0.1017,0.637,-0.2608,-0.3165,0.3582,-0.518,-0.2967,-0.2498,0.3183,0.6108,0.0894,-0.0255,-0.0567,-0.3457,-0.2456,-0.3255,-0.0763,0.167,0.0352,-1.3299,0.6372,1.469,0.1798,-1.2226,-0.0236,0.4642,0.2676,-0.1798,-0.0707,-0.2102,0.2119,-0.1023,-0.0723,1.0912,-0.4943,-0.1897,-0.3772,0.0266,0.5838,-0.134,-0.0593,0.3487,-0.0662,0.0292,-1.1001,0.2649,-0.1146,0.1484,-0.9429,-0.3961,-0.1923,-0.0321,-1.2434,0.2549,0.8698,0.05,0.5749,1.0282,-0.8832,2.4408,-0.3897,-1.5302,0.2525,-2.9069,-0.7823,-0.077,0.4598,0.6035,-1.2496,0.1674,1.3638,-0.3872,-2.1512,-0.5856,-0.1225,0.9675,0.1241,-5.7953,0.0672,4.2915,0.721,-5.1915,-0.0659,2.1682,1.0852,-0.4555
467,9.34,5,FH,swing,-1.6521,-0.0143,0.7678,4.55,-7.33,18.76,0.115,-0.387,0.298,1.155,5.915,right_shoulder_yaw_joint,1.582,0,0,-0.06,-0.168,1.853,-0.1128,-0.1057,0.641,-0.2624,-0.3175,0.3791,-0.5268,-0.2996,-0.2561,0.3202,0.6228,0.0865,-0.0267,-0.0509,-0.3472,-0.2457,-0.3476,-0.0717,0.1652,0.0377,-1.3518,0.6299,1.4675,0.1794,-1.2476,-0.0182,0.4803,0.2686,-0.1671,-0.0406,-0.1872,0.1767,-0.055,-0.0213,1.0092,-0.3992,-0.1169,-0.2679,0.1131,0.5988,-0.1455,-0.0312,0.2592,-0.0729,-0.0257,-1.0699,0.156,-0.0967,0.1065,-1.0995,-0.3352,0.0016,-0.0117,-1.1555,0.2544,0.7441,0.049,0.6406,1.0054,-0.8874,2.4645,-0.3935,-1.5559,0.2971,-2.8921,-0.7699,-0.0481,0.4896,0.614,-1.2442,0.1792,1.3366,-0.4534,-2.1418,-0.5563,0.0037,0.9549,0.139,-5.915,0.0561,4.327,0.7227,-5.3221,-0.049,2.2343,1.0856,-0.4151
468,9.36,5,FH,swing,-1.657,-0.0182,0.7667,4.55,-7.8,19.02,0.136,-0.416,0.203,1.242,6.035,right_shoulder_yaw_joint,1.593,0,0,-0.103,-0.171,1.839,-0.1135,-0.1096,0.6442,-0.2633,-0.3176,0.397,-0.5336,-0.301,-0.2604,0.3232,0.6351,0.0837,-0.0292,-0.0465,-0.3491,-0.2468,-0.3687,-0.0682,0.1629,0.0398,-1.3753,0.6234,1.4671,0.1794,-1.2739,-0.0131,0.4974,0.2695,-0.154,-0.0133,-0.1754,0.1423,-0.0222,0.0162,0.8577,-0.3091,-0.0433,-0.1767,0.1755,0.6112,-0.1317,-0.0872,0.1888,-0.0896,-0.0838,-1.0013,0.1025,-0.113,0.087,-1.1863,-0.2945,0.0352,-0.0008,-1.2424,0.2368,0.7513,0.0358,0.6118,0.9752,-0.8823,2.4853,-0.3944,-1.5822,0.3514,-2.8734,-0.7622,-0.0275,0.5138,0.627,-1.2394,0.1955,1.3083,-0.5124,-2.1259,-0.5329,0.1268,0.9405,0.1518,-6.0349,0.0459,4.3736,0.7209,-5.4561,-0.0372,2.2969,1.0872,-0.3839
469,9.38,5,FH,swing,-1.6618,-0.0221,0.7656,4.57,-8.31,19.17,0.164,-0.434,0.108,1.333,6.147,right_shoulder_yaw_joint,1.605,0,0,-0.147,-0.173,1.822,-0.1136,-0.1131,0.6467,-0.2637,-0.3171,0.4124,-0.5386,-0.3009,-0.263,0.3276,0.6476,0.0814,-0.0321,-0.0437,-0.3511,-0.249,-0.3877,-0.0644,0.1602,0.0414,-1.4009,0.6179,1.4679,0.1793,-1.3015,-0.0085,0.5127,0.2701,-0.142,0.0152,-0.165,0.1045,-0.0034,0.0422,0.7111,-0.2242,0.026,-0.1014,0.2238,0.6115,-0.0954,-0.1548,0.1197,-0.0942,-0.135,-0.8974,0.1528,-0.1416,0.0632,-1.244,-0.2478,0.0445,-0.0042,-1.3334,0.2094,0.7236,0.0277,0.5597,0.9407,-0.8663,2.5083,-0.3912,-1.6088,0.409,-2.8533,-0.7566,-0.0144,0.5382,0.6433,-1.2376,0.2086,1.28,-0.5675,-2.1077,-0.5133,0.2484,0.9253,0.1635,-6.147,0.0372,4.4218,0.717,-5.5832,-0.0265,2.3531,1.0878,-0.3542
470,9.4,5,FH,swing,-1.6664,-0.0261,0.7645,4.6,-8.86,19.22,0.189,-0.457,0.028,1.37,6.25,right_shoulder_yaw_joint,1.616,0,0,-0.19,-0.176,1.8,-0.113,-0.1162,0.6485,-0.264,-0.3161,0.4253,-0.5422,-0.2997,-0.2642,0.333,0.6599,0.0798,-0.0353,-0.0424,-0.3531,-0.2523,-0.4044,-0.0578,0.1573,0.0423,-1.4275,0.6135,1.4697,0.1791,-1.3301,-0.0044,0.5264,0.2705,-0.1312,0.0498,-0.1426,0.0764,0.0004,0.0607,0.5914,-0.1578,0.0784,-0.045,0.2724,0.6005,-0.0557,-0.174,0.0466,-0.0885,-0.1786,-0.7726,0.3344,-0.1556,0.0309,-1.2784,-0.1875,0.0949,-0.0151,-1.3699,0.1881,0.6366,0.0176,0.5028,0.9041,-0.8434,2.5334,-0.3875,-1.6338,0.4678,-2.8317,-0.7515,-0.0036,0.5652,0.6621,-1.2415,0.2114,1.252,-0.6275,-2.0921,-0.4969,0.3691,0.9098,0.1728,-6.2495,0.0288,4.4639,0.7109,-5.6981,-0.0129,2.4017,1.0874,-0.3218
471,9.42,5,FH,swing,-1.6709,-0.0302,0.7633,4.65,-9.44,19.19,0.216,-0.472,-0.044,1.363,6.344,right_shoulder_yaw_joint,1.625,0,0,-0.233,-0.179,1.775,-0.1117,-0.1188,0.6498,-0.2643,-0.3149,0.4359,-0.5447,-0.2976,-0.2645,0.3395,0.672,0.079,-0.0392,-0.0427,-0.355,-0.2562,-0.4186,-0.0469,0.1543,0.0425,-1.4541,0.6104,1.4723,0.1785,-1.3589,-0.0005,0.5384,0.2707,-0.1213,0.0883,-0.1037,0.0536,-0.0031,0.074,0.4896,-0.116,0.1076,-0.0042,0.3242,0.5837,-0.0253,-0.1791,-0.0239,-0.0847,-0.2133,-0.6501,0.5384,-0.1463,-0.004,-1.2725,-0.1241,0.1633,-0.0309,-1.3631,0.1839,0.5467,0.0061,0.4531,0.8695,-0.8151,2.5595,-0.3825,-1.6565,0.5298,-2.8112,-0.7458,0.0067,0.5926,0.681,-1.247,0.2094,1.229,-0.6837,-2.0793,-0.48,0.4862,0.8903,0.1798,-6.3436,0.0178,4.5003,0.7036,-5.8039,0.0021,2.4484,1.0861,-0.2848
472,9.44,5,FH,swing,-1.6753,-0.0342,0.7621,4.72,-10.07,19.09,0.238,-0.502,-0.098,1.317,6.426,right_shoulder_yaw_joint,1.632,0,0,-0.275,-0.181,1.746,-0.1096,-0.1207,0.6509,-0.2646,-0.3134,0.4444,-0.5462,-0.295,-0.2641,0.3467,0.6836,0.0787,-0.0438,-0.0443,-0.3567,-0.2608,-0.4304,-0.032,0.151,0.0422,-1.4802,0.6084,1.4757,0.1776,-1.3869,0.0034,0.5491,0.2707,-0.1117,0.1253,-0.0736,0.0432,-0.0071,0.0842,0.3798,-0.0723,0.1401,0.0228,0.3553,0.56,0.0038,-0.2448,-0.087,-0.0771,-0.2334,-0.5288,0.7308,-0.1668,-0.0263,-1.2441,-0.0781,0.1817,-0.0471,-1.3175,0.1889,0.508,-0.0043,0.4683,0.8345,-0.7882,2.5876,-0.38,-1.6797,0.596,-2.7889,-0.7409,0.0208,0.6235,0.6971,-1.2575,0.2035,1.2004,-0.75,-2.0665,-0.4632,0.5983,0.8692,0.1824,-6.4263,0.0081,4.5278,0.6956,-5.9026,0.0223,2.4995,1.0854,-0.2406
473,9.46,5,FH,swing,-1.6796,-0.0383,0.7609,4.8,-10.73,18.93,0.254,-0.535,-0.14,1.298,6.504,right_shoulder_yaw_joint,1.637,0,0,-0.318,-0.184,1.713,-0.1068,-0.1216,0.6518,-0.265,-0.3118,0.4513,-0.5472,-0.292,-0.2633,0.3548,0.6947,0.0789,-0.049,-0.0476,-0.3584,-0.2656,-0.4397,-0.0135,0.1477,0.0413,-1.5051,0.6072,1.4795,0.1764,-1.4141,0.0077,0.5589,0.2705,-0.1021,0.1654,-0.0258,0.0458,-0.0076,0.0943,0.3125,-0.0511,0.1447,0.0367,0.3955,0.5366,0.0151,-0.248,-0.1685,-0.073,-0.2456,-0.4121,0.8928,-0.1607,-0.0607,-1.1568,-0.0369,0.1914,-0.062,-1.2982,0.2091,0.4515,-0.0114,0.441,0.7999,-0.7643,2.6145,-0.3827,-1.702,0.6607,-2.7664,-0.7384,0.04,0.6569,0.7105,-1.2716,0.1961,1.1705,-0.8179,-2.0549,-0.4452,0.7058,0.8474,0.1817,-6.5037,-0.002,4.5492,0.6868,-5.9988,0.0454,2.556,1.0847,-0.1928
