step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
1650,33.0,16,BH,recovery,-2.5641,1.3698,0.1179,111.62,-54.4,130.23,-7.782,-7.9,7.276,11.424,26.543,right_knee_joint,2.967,0,1,-1.959,0.322,4.694,-1.239,-1.0956,1.3258,2.509,0.4661,0.1983,2.5255,-1.2692,0.1343,0.0276,2.6104,0.0412,-0.7563,-0.7422,-0.7374,-0.4489,-2.2741,-0.1221,-0.2774,-1.3852,1.1953,2.1316,1.027,-1.6947,1.3643,-1.2356,-1.5148,-0.5175,-0.9732,-4.8438,-3.3195,7.6722,11.4239,-0.0796,-5.5348,7.7428,0.9866,10.594,-1.4913,2.1624,-1.3945,-3.113,-1.9473,2.5309,1.4383,0.6628,-1.2835,-0.0113,-7.0845,5.9711,-1.1218,10.3816,-8.3031,6.5024,-8.514,-1.0103,-4.0356,-3.1497,-6.9951,-3.9191,8.1881,15.6799,2.1761,14.381,17.9468,-9.6781,1.0971,-2.2235,26.5426,4.9044,-3.0352,-2.0857,-4.8768,-3.0627,-13.3927,-1.7337,-2.4002,-7.4996,6.4961,6.5294,4.507,-7.8167,5.735,-7.0449,-10.6813,-3.3333,-3.3401
1651,33.02,16,BH,recovery,-2.5851,1.3927,0.1131,112.42,-43.08,136.87,-7.219,-5.826,5.576,8.886,22.695,right_knee_joint,2.967,0,1,-1.973,0.322,4.645,-1.2804,-1.1522,1.4582,2.7092,0.4656,0.1133,2.6578,-1.2531,0.3302,0.0008,2.6509,0.0199,-0.8082,-0.7333,-0.6938,-0.4156,-2.2637,-0.16,-0.2772,-1.5413,1.2901,2.1151,1.2185,-1.8461,1.4541,-1.3977,-1.524,-0.5743,-0.9907,-0.2719,-2.4718,5.7006,8.7539,0.055,-3.3277,5.587,0.6037,8.8856,-1.0678,1.8482,-0.8346,-2.0866,0.9667,1.7671,1.8686,0.3997,-1.814,0.0105,-7.8139,3.9019,-0.6091,8.663,-6.8453,3.0913,-7.5412,-0.4173,-2.1598,0.3198,-6.8414,-3.6634,7.5742,13.4763,1.165,11.9992,16.5872,-8.3444,0.4592,-1.4257,22.6951,5.2061,-2.1252,-0.654,-3.862,-2.1007,-12.0114,-2.5796,-1.9604,-7.342,6.1176,5.9864,4.2653,-7.3224,4.8324,-6.6464,-9.2658,-2.7916,-1.9454
1652,33.04,16,BH,recovery,-2.6038,1.4157,0.1052,115.47,-33.91,139.77,-6.86,-4.173,3.582,7.354,19.68,right_knee_joint,2.967,0,1,-1.987,0.321,4.593,-1.2827,-1.1854,1.5364,2.8285,0.4544,0.0626,2.7844,-1.2433,0.4908,-0.0205,2.6795,0.0238,-0.8186,-0.6304,-0.6515,-0.3762,-2.2567,-0.1601,-0.2766,-1.6697,1.3257,2.1051,1.358,-1.9491,1.4714,-1.5397,-1.5369,-0.5732,-0.9375,-0.0134,-1.1489,2.6622,4.7657,-0.8577,-2.2083,3.7095,0.4538,7.3539,-0.2938,1.2324,1.4708,0.4822,5.2983,2.0769,1.8327,0.3829,-0.8353,0.0332,-4.973,0.8782,-0.5852,5.6888,-4.9936,-0.3639,-6.9954,-0.8727,2.0025,4.2773,-6.0926,-3.5951,7.0471,12.3049,1.0345,10.2993,15.048,-7.6226,-0.1149,-1.3008,19.6803,5.0807,-1.3243,-0.4193,-3.2962,-1.3155,-10.4863,-3.3049,-1.9801,-7.0841,5.6516,5.4416,3.9075,-6.7755,3.9922,-6.0127,-7.9992,-2.3269,-1.4446
1653,33.06,16,BH,recovery,-2.6179,1.4355,0.1,118.08,-27.21,140.23,-4.343,-3.163,0.602,6.13,18.275,right_knee_joint,2.88,0,1,-2.001,0.32,4.537,-1.2622,-1.2143,1.5555,2.8808,0.4165,0.0277,2.8052,-1.2398,0.5624,-0.0124,2.7025,0.06,-0.7563,-0.5323,-0.6167,-0.3355,-2.2518,-0.1913,-0.2758,-1.7813,1.3156,2.0772,1.4418,-2.0072,1.417,-1.6372,-1.5607,-0.5054,-0.8247,1.337,-1.5305,0.4784,1.5224,-2.1179,-1.2864,-0.131,0.0661,0.6113,1.2302,1.0383,1.9144,4.5374,4.5031,1.6719,2.0281,0.1108,-1.52,0.0318,-5.432,-0.549,-1.3687,3.2681,-0.6734,-3.986,-2.4457,-1.3439,4.347,6.1301,-5.4519,-3.2597,6.8454,11.1555,0.8733,8.973,13.4569,-6.1715,-0.0245,-0.9633,18.2746,4.363,-1.6308,-0.161,-3.5875,-1.2335,-9.2721,-3.2367,-2.0829,-6.886,5.6651,5.4139,3.064,-6.2832,4.0246,-5.5692,-7.1303,-1.8713,-1.7553
1654,33.08,16,BH,recovery,-2.6287,1.4524,0.0984,119.75,-21.57,138.72,-4.309,-2.897,-1.211,5.081,17.084,right_knee_joint,2.88,0,1,-2.014,0.319,4.477,-1.2321,-1.2227,1.5465,2.8895,0.3703,0.0177,2.7946,-1.2344,0.549,0.0288,2.7296,0.0937,-0.657,-0.4393,-0.6218,-0.3025,-2.252,-0.2155,-0.2736,-1.8709,1.3128,2.0588,1.4638,-2.0002,1.3302,-1.6516,-1.5872,-0.4218,-0.7202,1.5516,0.3379,-0.9772,-0.0854,-2.2584,-0.1558,-0.6537,0.1652,-1.38,2.148,1.5219,1.4383,5.0809,4.4075,-1.194,1.4379,-0.0393,-0.9717,0.1413,-3.0782,0.2481,-0.6579,-0.335,1.0191,-4.3909,0.0169,-1.1702,3.349,4.6294,-4.843,-2.6583,7.17,10.3889,1.1176,8.5079,12.3278,-5.281,-0.0551,-1.3401,17.0839,3.9371,-2.0557,-0.7137,-3.784,-1.071,-8.1674,-3.0631,-2.2022,-6.5589,5.2404,5.2987,2.5375,-5.9576,4.0762,-5.2096,-6.5078,-1.5402,-2.0704
1655,33.1,16,BH,recovery,-2.6388,1.4679,0.0972,120.87,-15.69,135.86,-3.988,-3.488,-2.247,4.071,16.934,right_knee_joint,2.88,0,1,-2.028,0.318,4.414,-1.1853,-1.1954,1.5161,2.8729,0.3399,0.027,2.7836,-1.2215,0.5147,0.0398,2.7543,0.1145,-0.5763,-0.3899,-0.6696,-0.2757,-2.2526,-0.2314,-0.2709,-1.8786,1.3143,2.0392,1.4261,-1.937,1.2425,-1.638,-1.6039,-0.3744,-0.6481,2.6239,1.3716,-1.9613,-0.8558,-0.5244,0.2207,-0.5159,0.6684,-1.5084,-0.4392,0.6876,1.4109,2.4791,1.7009,-3.4408,1.5735,-0.0508,-0.5804,0.1131,0.7569,0.0922,-0.9729,-2.2232,3.9734,-4.0708,1.7719,-0.584,1.7304,2.9181,-4.5272,-2.3794,7.5985,10.1052,1.0383,8.4776,11.9739,-5.3963,-0.073,-1.3479,16.9345,3.7529,-2.02,-0.9095,-4.1885,-1.0733,-7.809,-2.6907,-2.3858,-6.1792,4.9316,5.5371,2.6976,-5.8034,4.256,-5.1127,-6.504,-1.4751,-2.1166
1656,33.12,16,BH,recovery,-2.6513,1.4817,0.0981,120.52,-9.7,132.95,-3.446,-4.044,-2.786,3.993,16.661,right_knee_joint,2.88,0,1,-2.042,0.318,4.348,-1.1255,-1.1618,1.4677,2.851,0.3369,0.0379,2.7753,-1.2075,0.4917,0.027,2.7615,0.1513,-0.5592,-0.3766,-0.7308,-0.2407,-2.2531,-0.2414,-0.2691,-1.839,1.3127,2.0201,1.3888,-1.8546,1.1766,-1.5872,-1.6075,-0.3448,-0.6019,3.0611,2.0934,-2.4807,-1.2541,-0.0436,0.9441,-0.3366,0.7928,-1.0277,-0.5442,0.2028,2.0581,-0.0562,0.3061,-2.6717,1.8526,0.0121,-0.4419,0.0776,2.6191,-0.0474,-1.1949,-1.8779,3.993,-2.749,2.846,0.1075,1.3014,1.8616,-4.4658,-2.2682,7.5964,9.8253,0.7564,8.0824,11.7706,-5.4341,-0.1509,-1.1011,16.661,3.7073,-1.9068,-0.7553,-4.483,-1.0495,-7.7523,-2.5685,-2.4014,-6.0753,4.9574,5.5811,2.8687,-5.6975,4.2918,-5.1247,-6.4775,-1.4109,-2.1165
1657,33.14,16,BH,recovery,-2.6638,1.4933,0.0992,119.42,-3.46,129.08,-3.694,-4.455,-4.129,5.438,15.677,right_knee_joint,2.88,0,1,-2.055,0.317,4.278,-1.0615,-1.1047,1.4364,2.8197,0.332,0.0836,2.7705,-1.1875,0.4785,0.0309,2.7639,0.1951,-0.5754,-0.3655,-0.772,-0.2084,-2.2481,-0.2492,-0.2682,-1.7896,1.3117,2.0004,1.3643,-1.7599,1.1442,-1.5213,-1.5927,-0.3346,-0.5814,3.7,3.7896,0.542,-1.9366,-0.4788,4.3248,-0.1848,1.2576,-0.2268,0.4654,0.0814,1.4582,-0.326,0.5944,-1.7014,1.0361,0.8491,-0.3514,0.0282,1.7399,-0.8566,0.081,-0.7937,5.438,0.1472,3.6566,1.6615,-0.238,-0.2619,-4.3863,-2.1895,7.3673,9.4568,0.9101,7.464,11.5294,-4.8864,-0.3169,-1.4005,15.6769,3.5506,-1.7573,-1.0654,-4.2971,-0.83,-7.2934,-2.8307,-2.3475,-6.0969,5.0938,5.3115,2.6493,-5.599,4.0577,-4.9678,-6.0725,-1.3437,-1.8852
1658,33.16,16,BH,recovery,-2.6729,1.501,0.1006,118.06,3.17,124.39,-4.566,-4.284,-3.109,4.866,15.466,right_knee_joint,2.88,0,1,-2.068,0.316,4.205,-0.9972,-1.0308,1.4909,2.7747,0.3168,0.1837,2.7678,-1.1569,0.4687,0.0231,2.7648,0.2089,-0.577,-0.3703,-0.8031,-0.1915,-2.2196,-0.2551,-0.2676,-1.7649,1.2836,2.0138,1.3575,-1.6541,1.1514,-1.4473,-1.5534,-0.34,-0.5828,1.5845,2.7285,4.7623,-1.6482,-1.013,4.5875,-0.1147,1.7474,-0.9087,-0.6681,-0.0178,0.7781,0.2695,-0.5052,-1.5643,0.8847,1.6092,-0.2468,0.0123,1.0167,-1.601,0.6751,-0.3276,4.8655,0.0672,3.4797,1.6956,-0.2477,0.2889,-3.8798,-2.6573,7.048,9.817,1.5146,7.6975,11.7529,-5.4449,-0.3832,-1.6797,15.4663,3.3326,-1.3492,-1.4707,-3.9617,-0.7586,-7.3817,-3.213,-2.6757,-5.8518,5.2932,5.1741,2.9119,-5.6515,3.8007,-5.0144,-6.154,-1.48,-1.466
1659,33.18,16,BH,recovery,-2.6791,1.5071,0.1073,117.15,10.45,121.73,-4.89,-4.026,-2.044,5.481,15.338,right_knee_joint,2.88,0,1,-2.081,0.315,4.129,-0.982,-0.9876,1.5996,2.7462,0.3011,0.2668,2.7657,-1.1362,0.433,-0.0017,2.7675,0.2315,-0.5518,-0.4003,-0.831,-0.1697,-2.1835,-0.2584,-0.2672,-1.7343,1.2499,2.0168,1.3517,-1.5743,1.1419,-1.3898,-1.5338,-0.3498,-0.5572,0.2051,1.9054,5.4809,-1.5581,-0.6718,3.9213,-0.095,0.6882,-2.3406,-1.3298,0.174,1.2089,2.0564,-1.6689,-1.2194,1.0957,1.9296,-0.1384,0.0229,1.7453,-1.611,0.1056,-0.2749,3.3425,-0.8852,2.5132,0.5161,-0.5272,1.7134,-3.5626,-3.2541,6.9657,10.0323,1.6272,7.9675,11.8629,-6.2515,-0.2901,-1.506,15.3379,3.4276,-0.9613,-1.2142,-3.6177,-0.7558,-7.3696,-3.529,-2.9349,-5.6245,5.2108,5.1605,3.2912,-5.6893,3.7718,-4.9655,-6.3884,-1.6291,-1.2043
1660,33.2,16,BH,recovery,-2.6844,1.5128,0.114,116.17,17.11,119.46,-4.397,-3.46,-1.636,4.196,15.047,right_knee_joint,2.88,0,1,-2.094,0.315,4.05,-0.9938,-0.9619,1.6956,2.7097,0.2932,0.3378,2.7635,-1.1303,0.3947,-0.0249,2.77,0.2562,-0.5038,-0.4157,-0.8527,-0.1436,-2.1517,-0.2601,-0.2672,-1.6913,1.2203,2.006,1.3517,-1.5235,1.1215,-1.3469,-1.5409,-0.3646,-0.5122,-1.1965,0.8008,4.1959,-2.025,-0.181,3.2703,-0.1141,0.0772,-1.4437,-1.0151,0.0907,1.2734,2.5628,-0.4502,-0.9829,1.4568,1.2239,-0.0449,-0.0015,2.3185,-1.2549,-1.0815,-0.0284,2.0032,-1.1009,1.8903,-0.7961,-0.7369,2.3434,-3.3909,-3.4873,6.8987,9.9506,1.3757,7.7566,11.6432,-6.6105,-0.4336,-1.1376,15.0465,3.6801,-0.7137,-0.765,-3.4404,-0.7532,-7.1193,-3.7089,-2.8702,-5.5073,4.752,5.1817,3.5152,-5.6747,3.7546,-4.752,-6.4213,-1.6723,-1.1216
1661,33.22,16,BH,recovery,-2.6899,1.5186,0.1198,114.93,22.9,117.4,-3.709,-3.278,-1.334,4.383,14.767,right_knee_joint,2.88,0,1,-2.107,0.314,3.967,-1.0289,-0.958,1.7666,2.6699,0.2922,0.3931,2.7615,-1.1326,0.3609,-0.0254,2.7708,0.2868,-0.4278,-0.4004,-0.8666,-0.1175,-2.1228,-0.2603,-0.2677,-1.6418,1.185,1.9908,1.3544,-1.4905,1.0944,-1.3051,-1.5598,-0.3797,-0.4624,-1.871,-0.238,3.0667,-1.9359,0.0557,2.3801,-0.0857,-0.2265,-2.1086,0.2355,0.0104,1.8277,4.3826,1.0753,-0.5467,1.1355,1.6114,0.01,-0.0318,2.5218,-1.7188,-0.4073,0.0603,1.4011,-1.5919,2.0563,-1.0166,-0.6985,2.5423,-3.1741,-3.5475,6.6956,9.6938,1.1355,7.3592,11.2107,-6.4684,-0.4902,-0.8142,14.7671,3.7576,-0.8699,-0.512,-3.5138,-0.8112,-6.9825,-3.7964,-2.7504,-5.5097,4.4351,5.1962,3.5204,-5.6182,3.8127,-4.4988,-6.2635,-1.5787,-1.2984
1662,33.24,16,BH,recovery,-2.6953,1.5236,0.1256,113.1,27.82,114.94,-2.983,-2.97,-1.319,4.718,14.152,right_knee_joint,2.88,0,1,-2.12,0.313,3.882,-1.0675,-0.961,1.8184,2.6249,0.2958,0.4414,2.76,-1.1382,0.3201,-0.0078,2.769,0.3239,-0.3364,-0.37,-0.8778,-0.0977,-2.099,-0.2604,-0.2684,-1.5975,1.1517,1.9796,1.3512,-1.4658,1.0625,-1.2586,-1.5686,-0.3869,-0.4242,-2.2353,0.4181,2.4968,-2.4594,0.8705,1.8956,-0.0947,-0.5701,-1.9641,0.7887,-0.3532,1.8852,4.718,1.4827,-1.2851,0.9083,0.9845,0.0046,-0.0409,1.974,-1.4808,-0.4099,-0.3475,1.1334,-1.4916,2.2799,-0.0548,-0.2347,1.5198,-2.8543,-3.4451,6.5045,9.1411,0.8077,6.7827,10.6121,-6.0552,-0.692,-0.4524,14.1517,3.7765,-0.9752,-0.3572,-3.6049,-0.7751,-6.721,-3.8512,-2.5544,-5.5336,4.1211,5.2041,3.4507,-5.5221,3.7733,-4.2446,-6.0304,-1.3969,-1.3559
1663,33.26,16,BH,recovery,-2.6989,1.527,0.1336,111.36,30.71,113.39,-1.01,-2.001,-0.318,3.828,12.615,right_knee_joint,2.88,0,1,-2.133,0.312,3.793,-1.1125,-0.9441,1.854,2.5605,0.3114,0.4628,2.7431,-1.156,0.2715,0.0171,2.763,0.3654,-0.2462,-0.341,-0.8849,-0.0809,-2.0859,-0.2603,-0.2685,-1.5636,1.1199,1.9685,1.3361,-1.442,1.028,-1.207,-1.5576,-0.3821,-0.3975,-1.9828,0.9275,1.1748,-3.828,0.5143,0.5841,-1.2825,-0.7442,-2.669,1.3834,-0.2703,2.1054,3.8075,1.4037,0.048,0.969,0.3709,0.021,0.0068,1.474,-1.3724,-1.1774,-0.7923,1.0844,-1.802,2.5622,0.7251,0.4162,1.2398,-2.3543,-3.6133,5.7698,8.0612,0.1128,5.3607,9.4357,-5.0874,-1.0289,0.5942,12.6154,3.7556,-1.0695,0.4258,-3.5039,-0.7309,-6.4328,-4.1793,-2.2266,-5.6246,4.0586,5.074,3.2847,-5.3027,3.5289,-3.8593,-5.604,-0.8355,-1.1862
1664,33.28,16,BH,recovery,-2.6997,1.5279,0.142,108.76,30.53,111.9,1.913,-1.742,0.039,5.72,10.92,right_knee_joint,2.88,0,1,-2.145,0.312,3.702,-1.1418,-0.9227,1.8497,2.4628,0.303,0.4699,2.6683,-1.1549,0.2115,0.091,2.7586,0.4057,-0.1873,-0.2802,-0.8804,-0.0598,-2.0898,-0.2607,-0.2684,-1.5413,1.091,1.9214,1.315,-1.4144,0.9868,-1.1451,-1.5267,-0.3479,-0.3694,-0.3651,1.1217,-1.0232,-5.7197,-1.0111,0.0147,-4.3609,0.5106,-3.5221,4.1748,-0.3191,1.9701,2.3233,3.4875,0.2557,1.1289,-0.3783,-0.0086,-0.0065,0.9527,-1.3028,-2.9093,-1.0506,1.4206,-2.0905,3.1164,1.8346,2.0341,1.4046,-1.8668,-3.6934,4.6384,6.6855,-0.5828,3.3903,7.7641,-3.0585,-1.3143,1.6974,10.9202,3.1552,-1.7605,1.1466,-3.5306,-0.9739,-6.1811,-4.5773,-1.5512,-5.9532,4.374,4.7714,2.6755,-4.8923,3.2614,-3.2962,-4.8538,0.0887,-1.0761
1665,33.3,16,BH,recovery,-2.6974,1.5258,0.1497,105.75,25.84,110.69,5.948,-0.121,0.354,8.712,7.687,right_knee_joint,2.222,0,1,-2.158,0.311,3.608,-1.1219,-0.9064,1.7791,2.3088,0.24,0.4595,2.5159,-1.1185,0.1485,0.2178,2.7582,0.439,-0.179,-0.1863,-0.877,-0.0412,-2.1067,-0.2624,-0.2659,-1.5345,1.0778,1.8524,1.276,-1.3723,0.9397,-1.0656,-1.4619,-0.2678,-0.3406,3.0252,0.6928,-4.7842,-8.712,-4.2414,-0.8824,-8.1862,2.9925,-3.0978,6.8599,0.0123,1.4669,-0.6972,5.0324,0.1097,0.8229,-0.8284,-0.0397,0.1132,0.0823,-0.1967,-3.5954,-1.9571,2.2652,-2.3577,4.0916,3.6708,4.3984,1.3956,-1.4682,-3.5098,2.9602,3.9295,-1.9777,0.2856,4.8022,0.4475,-1.8383,2.8544,7.6875,2.0608,-2.979,2.6147,-2.797,-1.5651,-5.4475,-5.0161,-0.4818,-6.0852,4.406,4.1142,1.4637,-3.9632,2.286,-2.1888,-3.938,1.5685,-0.8191
1666,33.32,16,BH,recovery,-2.6906,1.5206,0.1528,105.63,14.56,111.07,10.197,5.182,0.185,14.533,6.394,left_ankle_pitch_joint,1.355,0,1,-2.17,0.31,3.511,-1.0185,-0.9333,1.5874,2.0498,0.0699,0.4103,2.2946,-0.9498,0.1478,0.3977,2.6875,0.4444,-0.2617,-0.0242,-0.8602,-0.033,-2.1049,-0.263,-0.2251,-1.5361,1.0794,1.7763,1.2236,-1.2932,0.8679,-0.9462,-1.3577,-0.1221,-0.311,7.9605,-2.4381,-11.0316,-14.5329,-10.4334,-3.1674,-10.5161,12.0387,1.8336,10.2128,-5.3471,-0.5839,-4.5947,8.8391,0.8415,0.4321,0.8693,-0.0151,2.0981,-0.237,1.2268,-3.538,-1.8744,4.475,-3.4128,6.3611,5.5931,7.8379,1.0143,-2.6804,-4.1715,0.7283,0.4822,-1.8437,-2.7119,1.8625,2.4149,-2.9454,2.2665,2.9983,0.2335,-3.6542,6.3944,0.3447,-0.737,-4.3954,-5.4853,-0.0825,-5.151,4.1249,3.4189,-0.446,-2.8673,0.0381,-0.8979,-3.3703,2.1579,-1.1276
1667,33.34,16,BH,recovery,-2.6794,1.5175,0.145,111.76,0.15,112.81,8.738,10.32,0.929,21.806,5.742,left_ankle_roll_joint,1.353,0,1,-2.182,0.31,3.411,-1.0161,-1.0362,1.3373,1.6328,-0.1559,0.2851,2.0308,-0.623,0.2695,0.5352,2.3981,0.3914,-0.3898,0.1455,-0.661,-0.0131,-2.0382,-0.2633,-0.1669,-1.4996,1.0822,1.6914,1.1672,-1.1648,0.7283,-0.7763,-1.2158,0.0453,-0.3196,-3.1018,-4.7508,-11.1561,-21.8062,-9.8519,-7.0613,-16.3792,16.7882,5.7412,5.354,-18.8658,-2.5847,-6.4532,7.5476,11.0177,1.365,4.9787,0.0038,2.6965,2.5845,-0.1501,-4.4327,-3.4827,6.8353,-8.2568,8.9169,7.563,7.8922,-0.6403,-1.8686,-4.3413,-0.3471,1.8305,0.6048,-1.686,1.0611,0.3511,-4.6512,1.0142,-0.144,-0.1793,-4.2767,5.4086,0.1755,1.6803,-4.6464,-5.7419,-1.3652,-5.1058,5.4119,2.8085,-1.3273,-0.8489,-2.9005,-0.9804,-2.7783,2.8947,-2.8133
1668,33.36,17,FH,swing,-1.6,0.0,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.094,right_hip_yaw_joint,0.84,0,0,0.917,-0.307,1.082,-0.15,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,-0.15,-0.15,0.3,-0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5403,0.217,-0.244,0.2845,0.3715,0.7565,-0.2436,2.0936,0.189,0.162,0.3102,0.2976,0.5165,0.3299,1.242,0.1411,-0.4127,0.1171,0.1554,0.1467,-0.0099,-0.1996,1.3583,0.8013,0.3017,-1.0684,0.6848,-0.1868,1.1094
1669,33.38,17,FH,swing,-1.6005,0.0001,0.7909,-0.33,-0.67,-0.36,-0.357,-0.779,-0.261,5.493,3.102,right_hip_yaw_joint,0.924,0,0,0.86,-0.309,1.153,-0.1362,-0.1419,-0.0029,0.0079,0.0389,0.0073,-0.0051,0.1049,0.0144,0.3053,0.3144,0.2081,-0.0166,-0.1339,-0.0867,0.2987,-0.1048,0.0062,0.0092,0.0062,-0.001,0.4986,0.5229,0.0339,0.0126,-0.0455,0.0164,-0.0082,0.046,0.916,0.6998,-0.3728,0.4518,1.988,0.5424,-0.4788,5.4933,0.9002,0.3932,0.8284,0.6321,-1.124,0.9891,2.6864,-0.1184,-0.4554,0.3538,0.3595,0.3632,0.0338,-0.173,1.828,2.2644,0.8636,-3.0139,1.2314,-0.5337,3.1296,0.8111,0.3375,-0.3996,0.3241,0.4247,0.8363,-0.3003,3.1018,-0.071,0.2649,0.1322,0.2696,0.6092,0.2018,1.5274,0.3671,-0.7654,0.1069,0.0582,-0.319,0.3671,-0.1768,1.6974,1.4064,0.179,-1.8068,0.9124,-0.2366,1.4145
1670,33.4,17,FH,swing,-1.6005,0.0016,0.7861,-1.08,-1.59,-1.0,-0.73,-0.728,-0.658,5.988,3.7,right_hip_yaw_joint,0.987,0,0,0.804,-0.311,1.219,-0.1145,-0.1212,-0.0082,0.0227,0.0815,0.0278,-0.0155,0.229,0.0292,0.3149,0.3214,0.2253,-0.0418,-0.1511,-0.1071,0.298,-0.1257,0.0062,0.0135,-0.002,0.0136,0.5019,0.5763,0.1027,0.025,-0.1345,0.0505,-0.0191,0.1185,1.0183,1.1448,-0.2367,0.7293,1.9334,1.1265,-0.3866,5.9884,0.5441,0.5333,0.0782,0.93,-1.2207,-3.0832,-2.5486,0.0423,-1.2797,-0.4581,0.5341,-0.8436,1.1123,0.2992,3.2268,3.6915,0.4681,-4.6911,1.8998,-0.5395,3.6473,0.6655,0.6467,-0.1993,0.3488,0.7245,0.9967,-0.0426,3.6999,-0.2608,0.4352,0.8034,0.1902,0.411,0.5168,1.8714,0.5638,-0.6836,0.109,0.0652,-0.3146,0.4008,-0.1564,1.9469,1.5166,-0.0536,-2.2714,1.1747,-0.3069,1.2904
1671,33.42,17,FH,swing,-1.6009,0.0031,0.7819,-1.17,-2.42,-2.45,0.224,-0.833,-1.403,7.208,4.11,right_hip_yaw_joint,1.028,0,0,0.748,-0.314,1.281,-0.1033,-0.1096,0.0004,0.0303,0.1158,0.0372,0.001,0.3723,0.0417,0.3422,0.3453,0.2388,-0.0678,-0.205,-0.1625,0.3041,-0.1461,0.0023,0.0249,-0.0231,0.0385,0.5142,0.6545,0.1745,0.0228,-0.238,0.0972,-0.0323,0.1786,0.3868,0.6098,0.6336,0.0726,1.3353,0.0659,1.3202,7.208,0.8074,1.8318,1.3506,0.4915,-1.2289,-1.8795,-2.212,0.4155,-0.8092,-0.0843,0.5827,-1.1481,1.2693,0.7254,4.2636,3.3215,-0.3546,-4.999,2.5115,-0.6759,2.5556,0.5767,0.8593,-0.1582,0.389,0.8926,1.0252,0.1128,4.1101,-0.5074,0.4717,0.832,0.0705,0.2672,0.3662,1.9403,0.7354,-0.6821,0.1045,0.1216,-0.5731,0.7066,-0.1799,2.0196,1.4165,-0.3373,-2.6015,1.2077,-0.2622,1.229
