step,time_s,serve,side,phase,base_x,base_y,base_z,roll_deg,pitch_deg,yaw_deg,angvel_x,angvel_y,angvel_z,qd_absmax,act_absmax,act_argmax_joint,qdes_absmax,nan,fallen,ball_x,ball_y,ball_z,q:left_hip_pitch_joint,q:right_hip_pitch_joint,q:waist_yaw_joint,q:left_hip_roll_joint,q:right_hip_roll_joint,q:waist_roll_joint,q:left_hip_yaw_joint,q:right_hip_yaw_joint,q:waist_pitch_joint,q:left_knee_joint,q:right_knee_joint,q:left_shoulder_pitch_joint,q:right_shoulder_pitch_joint,q:left_ankle_pitch_joint,q:right_ankle_pitch_joint,q:left_shoulder_roll_joint,q:right_shoulder_roll_joint,q:left_ankle_roll_joint,q:right_ankle_roll_joint,q:left_shoulder_yaw_joint,q:right_shoulder_yaw_joint,q:left_elbow_joint,q:right_elbow_joint,q:left_wrist_roll_joint,q:right_wrist_roll_joint,q:left_wrist_pitch_joint,q:right_wrist_pitch_joint,q:left_wrist_yaw_joint,q:right_wrist_yaw_joint,qd:left_hip_pitch_joint,qd:right_hip_pitch_joint,qd:waist_yaw_joint,qd:left_hip_roll_joint,qd:right_hip_roll_joint,qd:waist_roll_joint,qd:left_hip_yaw_joint,qd:right_hip_yaw_joint,qd:waist_pitch_joint,qd:left_knee_joint,qd:right_knee_joint,qd:left_shoulder_pitch_joint,qd:right_shoulder_pitch_joint,qd:left_ankle_pitch_joint,qd:right_ankle_pitch_joint,qd:left_shoulder_roll_joint,qd:right_shoulder_roll_joint,qd:left_ankle_roll_joint,qd:right_ankle_roll_joint,qd:left_shoulder_yaw_joint,qd:right_shoulder_yaw_joint,qd:left_elbow_joint,qd:right_elbow_joint,qd:left_wrist_roll_joint,qd:right_wrist_roll_joint,qd:left_wrist_pitch_joint,qd:right_wrist_pitch_joint,qd:left_wrist_yaw_joint,qd:right_wrist_yaw_joint,act:left_hip_pitch_joint,act:right_hip_pitch_joint,act:waist_yaw_joint,act:left_hip_roll_joint,act:right_hip_roll_joint,act:waist_roll_joint,act:left_hip_yaw_joint,act:right_hip_yaw_joint,act:waist_pitch_joint,act:left_knee_joint,act:right_knee_joint,act:left_shoulder_pitch_joint,act:right_shoulder_pitch_joint,act:left_ankle_pitch_joint,act:right_ankle_pitch_joint,act:left_shoulder_roll_joint,act:right_shoulder_roll_joint,act:left_ankle_roll_joint,act:right_ankle_roll_joint,act:left_shoulder_yaw_joint,act:right_shoulder_yaw_joint,act:left_elbow_joint,act:right_elbow_joint,act:left_wrist_roll_joint,act:right_wrist_roll_joint,act:left_wrist_pitch_joint,act:right_wrist_pitch_joint,act:left_wrist_yaw_joint,act:right_wrist_yaw_joint
2067,41.34,21,FH,follow_through,-2.1871,0.0911,0.671,-23.47,-25.15,-1.73,-3.941,0.178,-1.239,4.437,9.169,right_shoulder_roll_joint,2.252,0,0,-1.827,-0.34,6.924,-0.2386,-0.5245,0.4586,0.8013,0.2888,0.1575,1.1435,0.1781,-0.4433,0.2583,1.5705,0.0719,-1.747,-0.2734,-0.632,0.2471,-2.2653,0.075,0.0872,-1.5467,0.6982,1.4479,-0.5657,-0.9064,0.9363,-0.3816,-0.4649,-0.1545,-1.3923,-2.5617,-0.6418,1.5764,3.7841,-1.0081,2.6514,1.3699,-2.9988,-2.6821,-1.3234,2.8915,0.1538,-3.8601,-1.0288,0.9098,-2.0911,0.3511,-1.0183,-0.9521,0.0333,-1.4601,0.1981,3.7683,-2.1883,2.8755,1.5579,-4.437,-2.9187,2.817,-1.8804,-1.4637,2.9402,5.0605,0.816,1.1125,5.0164,-0.8284,-0.9961,-2.0914,5.4378,0.4747,-7.4178,-2.3072,-1.7482,-0.7146,-9.1695,-1.1289,0.0034,-6.1278,3.1575,3.9398,-1.7466,-3.9625,5.0098,-0.9879,-3.0121,-1.1332,-4.7799
2068,41.36,21,FH,follow_through,-2.2163,0.0982,0.6561,-29.16,-25.05,-0.52,-4.632,0.108,-0.993,5.468,9.28,right_shoulder_roll_joint,2.252,0,0,-1.844,-0.34,6.984,-0.2991,-0.5256,0.4848,0.8792,0.2655,0.2155,1.1644,0.1013,-0.4966,0.2274,1.6003,0.0785,-1.8163,-0.297,-0.6168,0.2058,-2.2594,0.0324,0.0639,-1.5411,0.6735,1.4534,-0.4688,-0.9359,0.9965,-0.3494,-0.5516,-0.1946,-1.3326,-3.133,0.3051,1.2407,3.7694,-1.1625,2.8784,1.1549,-4.0501,-2.4633,-1.7808,0.9304,0.4079,-3.218,-1.5518,0.6109,-1.9452,0.2335,-2.4505,-1.0633,0.3683,-1.0828,0.2961,5.4684,-1.1018,2.9625,1.5104,-3.9503,-1.5257,2.783,-1.705,-1.769,2.9203,5.3706,0.9553,1.4816,4.9327,-1.5232,-0.8264,-2.2501,5.481,0.5056,-7.1166,-2.3042,-1.8743,-0.7045,-9.2798,-1.3022,-0.1501,-6.0557,3.7143,4.0197,-1.2311,-3.8618,5.3178,-1.0012,-3.137,-1.0456,-4.7871
2069,41.38,21,FH,follow_through,-2.2479,0.1036,0.6376,-35.49,-25.5,0.98,-5.083,-0.857,-0.943,6.797,9.321,right_shoulder_roll_joint,2.252,0,0,-1.862,-0.34,7.04,-0.3613,-0.5108,0.5079,0.9616,0.2504,0.2828,1.1896,0.009,-0.5317,0.1929,1.6167,0.0871,-1.8725,-0.3357,-0.6133,0.1684,-2.256,-0.0181,0.0366,-1.5304,0.6612,1.4609,-0.3425,-0.9492,1.0587,-0.3248,-0.6281,-0.2149,-1.2844,-2.8214,1.2161,1.0059,3.9889,-0.5749,3.6504,1.2726,-4.735,-0.7074,-1.8637,0.9329,0.3261,-2.6494,-2.2626,0.0549,-1.7697,0.1234,-2.5752,-1.2608,0.5961,-0.3178,0.3818,6.7973,-0.4621,3.1102,1.0174,-3.4716,-0.7439,1.9756,-1.6364,-1.9195,3.0928,5.8467,1.2298,2.0075,5.1815,-2.1146,-0.7107,-2.5817,5.9894,0.5294,-6.9198,-2.3708,-2.0137,-0.7954,-9.3205,-1.2842,-0.2921,-6.0226,4.2157,4.0838,-0.9761,-3.871,5.582,-1.1523,-3.3031,-1.1228,-4.9696
2070,41.4,21,FH,follow_through,-2.2823,0.1061,0.6139,-42.15,-27.16,2.32,-5.137,-1.827,-1.641,7.431,9.469,right_shoulder_roll_joint,2.252,0,0,-1.879,-0.34,7.091,-0.4129,-0.491,0.5346,1.0551,0.2547,0.3651,1.2299,-0.0896,-0.5327,0.1607,1.6547,0.0939,-1.9155,-0.3881,-0.6205,0.1358,-2.2543,-0.0683,0.0066,-1.5183,0.6685,1.4704,-0.1978,-0.9565,1.1256,-0.315,-0.6958,-0.2304,-1.2601,-2.7404,0.7226,1.5226,4.6575,0.4793,4.2238,2.0871,-5.0065,0.2156,-1.8153,2.3186,0.4272,-1.6974,-2.921,-0.3949,-1.4767,0.0635,-2.5691,-1.3705,0.551,0.9099,0.4743,7.4308,-0.2997,3.4286,0.2663,-3.0339,-0.7354,0.7092,-1.7966,-1.9175,3.3795,6.5139,1.5879,2.7375,5.871,-2.5825,-0.6215,-3.1039,7.2349,0.5683,-6.8361,-2.6503,-2.349,-0.9586,-9.4691,-0.9591,-0.3844,-6.0623,4.5606,4.1952,-0.8682,-4.0742,5.865,-1.4675,-3.5006,-1.3279,-5.3432
2071,41.42,21,FH,follow_through,-2.3178,0.1055,0.5848,-48.53,-29.78,2.44,-4.715,-2.77,-2.782,7.308,9.72,right_shoulder_roll_joint,2.547,0,0,-1.896,-0.341,7.138,-0.4582,-0.4954,0.5814,1.1655,0.2794,0.4493,1.3036,-0.1869,-0.5248,0.1335,1.7492,0.1043,-1.938,-0.4595,-0.648,0.1109,-2.2534,-0.1107,-0.0222,-1.5109,0.7042,1.4847,-0.0495,-0.97,1.2012,-0.3256,-0.755,-0.2527,-1.2672,-2.4285,-0.4824,2.5721,5.5023,1.4012,4.2845,3.6523,-4.9367,0.6339,-1.5922,5.5754,0.6102,-0.629,-3.7302,-1.3832,-1.1189,0.0337,-2.0976,-1.2931,0.2724,2.4063,0.777,7.3078,-0.7797,3.93,-0.7858,-2.6225,-1.1684,-0.8757,-2.2399,-1.6897,3.821,7.1524,1.9213,3.475,6.9072,-2.773,-0.5561,-3.6483,8.9886,0.6416,-6.8714,-2.9439,-2.8887,-1.1681,-9.7199,-0.3866,-0.4161,-6.2054,4.5989,4.2912,-1.0184,-4.5352,6.2072,-1.9089,-3.6984,-1.6593,-5.7591
2072,41.44,21,FH,follow_through,-2.3534,0.1013,0.5502,-54.4,-33.59,1.62,-4.271,-3.759,-3.474,9.867,10.898,right_knee_joint,2.88,0,0,-1.913,-0.341,7.18,-0.4957,-0.5226,0.6486,1.2885,0.3173,0.5289,1.4129,-0.2799,-0.5073,0.1086,1.9241,0.1175,-1.9407,-0.5407,-0.704,0.0936,-2.2529,-0.1136,-0.0458,-1.5131,0.7641,1.5055,0.0847,-1.0039,1.29,-0.3602,-0.8049,-0.2889,-1.3045,-2.4651,-1.9689,3.7351,5.8166,1.8099,3.2426,5.421,-4.5466,0.6514,-1.5696,9.8673,0.7955,0.03,-3.8963,-2.7224,-0.5542,0.0037,0.1964,-1.0278,-0.2845,3.6295,1.1295,6.2718,-1.9404,4.5791,-1.9435,-2.1981,-1.9143,-2.2919,-2.8224,-1.5585,4.3249,7.845,2.2509,4.2476,8.1251,-2.8931,-0.5209,-4.0971,10.8977,0.6883,-6.9551,-3.2618,-3.3858,-1.4653,-9.9894,0.1541,-0.4936,-6.3827,4.3424,4.46,-1.2768,-5.1591,6.5923,-2.2681,-4.0349,-2.0405,-6.0708
2073,41.46,21,FH,follow_through,-2.3871,0.0929,0.5125,-57.3,-38.0,-2.18,-1.527,-4.091,-4.963,12.255,12.951,right_knee_joint,2.88,0,0,-1.93,-0.341,7.219,-0.5436,-0.5935,0.7553,1.412,0.3562,0.546,1.5543,-0.358,-0.5105,0.0872,2.1651,0.1372,-1.942,-0.6105,-0.7515,0.0948,-2.2532,-0.0958,-0.0679,-1.5274,0.8431,1.5387,0.1979,-1.066,1.3928,-0.411,-0.8542,-0.3408,-1.3636,-2.7947,-3.5087,5.6869,6.0585,1.9394,-0.1461,6.9021,-3.9396,-0.1015,-1.3944,12.255,1.0795,0.0333,-3.4167,-1.9242,0.3271,-0.0093,1.6362,-1.0046,-0.8122,4.0053,1.8566,5.1518,-3.3901,5.2378,-2.5733,-2.3607,-2.6176,-3.1319,-3.8446,-1.1057,4.6399,8.27,1.7295,4.8539,9.4397,-2.2552,-0.628,-3.927,12.9509,0.5839,-7.1132,-3.5032,-4.7926,-1.7262,-10.7757,0.8065,-0.5652,-7.0558,4.0821,4.9494,-1.5405,-6.1233,6.7986,-2.7291,-4.1239,-2.1369,-6.4865
2074,41.48,21,FH,follow_through,-2.419,0.0826,0.4723,-59.46,-42.79,-6.38,-1.905,-4.171,-4.688,9.94,14.068,right_knee_joint,2.88,0,0,-1.947,-0.341,7.253,-0.6249,-0.6428,0.8658,1.5341,0.3906,0.5383,1.7311,-0.4428,-0.5169,0.0576,2.3837,0.1637,-1.9355,-0.6763,-0.7822,0.0974,-2.2531,-0.0251,-0.0875,-1.5718,0.9117,1.593,0.2773,-1.1683,1.4959,-0.4757,-0.897,-0.3918,-1.436,-4.69,-1.2836,5.4573,6.1756,1.6094,-0.4356,8.4371,-3.8938,0.2403,-1.1963,9.9398,1.4033,0.4196,-2.8049,-1.2332,0.0237,0.0105,3.015,-0.8619,-2.6053,3.0347,3.0007,3.0605,-5.4952,4.8757,-3.2529,-1.9395,-2.2921,-3.6478,-4.151,-1.0684,4.9472,8.5442,1.6058,5.1363,10.0282,-2.0482,-0.7146,-3.7479,14.068,0.6989,-6.9962,-3.8288,-5.2076,-1.8186,-11.2208,0.7486,-0.6151,-7.5614,4.3212,5.3479,-1.1683,-6.5575,6.9209,-3.0285,-4.4334,-1.8311,-6.6388
2075,41.5,21,FH,recovery,-2.4505,0.0722,0.4291,-60.54,-49.54,-10.33,-1.434,-6.184,-3.761,8.455,16.529,right_knee_joint,2.88,0,0,-1.964,-0.341,7.284,-0.7124,-0.6428,0.9802,1.6607,0.4164,0.5306,1.8963,-0.4977,-0.4896,0.0428,2.5584,0.1969,-1.9158,-0.717,-0.801,0.0906,-2.2519,0.0115,-0.1049,-1.6415,0.97,1.6626,0.3222,-1.2862,1.5848,-0.5458,-0.9446,-0.4166,-1.4994,-5.218,0.8942,5.5271,5.7127,0.8035,-0.3178,8.4551,-2.1058,2.0466,-1.2523,7.5628,1.902,1.3103,-1.9688,-0.7706,-0.5435,0.1334,2.2031,-0.7786,-3.6063,2.7962,3.5496,1.5697,-5.6983,3.9573,-3.3311,-2.3649,-0.7464,-2.7655,-4.8535,-1.3528,5.2141,9.6707,1.1866,7.3485,12.1587,-3.2881,0.969,-2.7767,16.5286,0.8801,-4.3987,-4.0317,-7.0694,-2.1869,-10.1628,0.189,-1.349,-6.8026,5.8638,5.5295,1.1324,-6.2081,6.3722,-3.5642,-5.7364,-1.1967,-4.4649
2076,41.52,21,FH,recovery,-2.4809,0.0616,0.383,-60.25,-57.88,-14.84,-1.369,-7.909,-3.477,9.309,19.566,right_knee_joint,2.88,0,1,-1.981,-0.341,7.31,-0.8371,-0.6127,1.0901,1.7897,0.4183,0.526,2.0922,-0.5669,-0.436,0.0305,2.6824,0.2486,-1.8083,-0.7546,-0.8122,0.0742,-2.2397,0.0247,-0.1453,-1.6752,1.0565,1.7374,0.4084,-1.3707,1.6441,-0.6285,-1.0479,-0.3984,-1.4921,-5.9415,2.0527,5.3432,6.9463,-0.5185,-0.1794,9.3089,-3.8415,3.9152,-0.0775,5.3042,2.8991,7.303,-1.6845,-0.4058,-1.0194,1.167,0.0547,-1.9808,-0.7065,5.3412,3.5963,5.5489,-3.4501,2.2863,-4.1251,-5.7737,1.4974,2.5677,-5.6709,-1.821,5.895,11.3391,1.4332,8.9271,13.883,-4.4618,1.4742,-2.6535,19.5659,0.9253,-4.3924,-4.3264,-8.2682,-2.8012,-10.4684,-0.0934,-1.6422,-7.0891,6.4979,5.8742,1.3603,-6.4683,6.6526,-4.0138,-6.6939,-1.461,-4.8306
2077,41.54,21,FH,recovery,-2.5099,0.05,0.3341,-52.05,-69.82,-26.41,-0.349,-12.184,-3.26,10.166,24.338,right_knee_joint,2.967,0,1,-1.998,-0.341,7.332,-0.9864,-0.5758,1.2238,1.9805,0.4151,0.5184,2.2509,-0.6694,-0.34,0.0458,2.7676,0.324,-1.645,-0.777,-0.8173,0.0442,-2.1921,0.0155,-0.1802,-1.6914,1.1883,1.8173,0.5203,-1.4397,1.6809,-0.7196,-1.1813,-0.3808,-1.4357,-7.4865,1.6354,6.9148,10.166,-0.556,-0.7796,7.9976,-5.75,6.2602,0.0163,3.443,4.0759,8.3012,-0.8544,-0.1126,-1.8608,3.2157,-0.5068,-1.4336,-0.7526,7.0453,3.8289,5.1873,-3.2401,1.3935,-4.3207,-6.4926,0.6153,2.762,-7.3002,-2.5961,6.7272,14.5048,1.5603,11.4451,17.3932,-5.6809,1.7583,-2.2908,24.3381,0.1614,-5.4061,-5.1919,-11.1879,-3.8051,-12.7672,0.2701,-1.8763,-8.0389,7.5829,6.6933,1.0164,-7.4159,7.2677,-4.4907,-7.5756,-2.0441,-5.8077
2078,41.56,21,FH,recovery,-2.5401,0.0373,0.2833,5.55,-79.03,-84.61,2.054,-15.57,-0.802,11.377,29.962,right_knee_joint,2.967,0,1,-2.014,-0.341,7.351,-1.1828,-0.5803,1.3834,2.2072,0.396,0.4584,2.398,-0.8142,-0.1747,0.0391,2.8169,0.401,-1.5269,-0.7936,-0.8174,-0.0032,-2.1282,0.0247,-0.2049,-1.7392,1.3604,1.9067,0.5874,-1.5352,1.7083,-0.8096,-1.2956,-0.3987,-1.4173,-9.3466,-1.2687,7.9828,11.3768,-1.4195,-4.1692,7.3865,-7.8674,10.1261,-0.7219,1.356,3.3228,4.5681,-0.7618,-0.0084,-2.838,3.2549,0.63,-0.9738,-2.8845,8.6917,4.4078,2.1573,-5.0656,1.2884,-4.2651,-5.0047,-1.3613,0.1317,-9.2082,-3.0857,7.9883,17.7557,1.0135,14.1287,21.3283,-6.3022,1.4035,-0.9272,29.9616,-0.7366,-6.9832,-5.3624,-15.0461,-4.7527,-16.0994,1.0349,-1.9227,-9.8774,8.9615,7.8552,0.0318,-8.6929,7.7947,-5.2793,-8.3556,-2.6389,-7.2889
2079,41.58,21,FH,recovery,-2.5753,0.0276,0.2304,62.35,-67.88,-137.54,3.086,-15.381,3.045,20.338,33.234,right_knee_joint,2.967,0,1,-2.031,-0.342,7.365,-1.4112,-0.6394,1.5518,2.425,0.3465,0.3469,2.5332,-0.9788,0.0683,0.0586,2.8168,0.4618,-1.5173,-0.8116,-0.8199,-0.1029,-2.0956,0.0769,-0.2224,-1.8805,1.5546,2.085,0.5735,-1.6584,1.7328,-1.101,-1.3844,-0.4329,-1.4349,-10.941,-3.7694,8.3292,9.9641,-2.9355,-5.7336,6.4085,-7.9276,13.1496,1.0912,-1.0718,2.5541,-1.4112,-0.7376,-0.3067,-6.5244,0.6607,2.8024,-0.7292,-8.3673,9.266,11.1262,-2.019,-6.5002,1.1267,-20.3384,-3.8979,-1.3979,-1.2137,-10.4523,-2.8814,8.5604,19.1296,0.4516,14.8875,23.3629,-5.4614,0.7314,0.3477,33.2337,-1.3159,-8.7512,-4.9864,-16.8699,-5.2333,-18.5155,1.3633,-1.7169,-11.58,10.4348,8.9531,-0.6109,-9.5689,8.0811,-6.2872,-8.7421,-2.599,-8.4901
2080,41.6,21,FH,recovery,-2.6127,0.0251,0.1749,79.01,-53.83,-147.89,0.843,-12.851,3.635,21.58,32.909,right_knee_joint,2.967,0,1,-2.048,-0.342,7.375,-1.6159,-0.7168,1.7279,2.6109,0.2968,0.2683,2.6443,-1.0425,0.3126,0.1482,2.7911,0.461,-1.6279,-0.8275,-0.8188,-0.2034,-2.1103,0.1265,-0.2585,-2.0361,1.7676,2.1704,0.5158,-1.8055,1.7509,-1.5485,-1.4504,-0.4499,-1.4526,-8.4741,-3.8322,8.5093,7.8064,-1.9695,-2.3616,5.1375,-0.1905,10.7645,4.744,-1.1821,-1.9856,-6.9812,-0.5391,-0.0087,-4.4465,-1.2125,2.1974,-2.3427,-7.5999,10.8209,0.1252,-2.8768,-6.3107,1.0332,-21.5804,-2.8221,-1.3314,-0.8874,-10.6871,-2.1736,9.3711,18.1903,0.0376,14.0479,23.0494,-4.4054,0.3636,0.8305,32.9092,-0.7828,-9.1581,-4.1651,-16.6269,-4.9435,-18.7518,0.8046,-1.1621,-12.0352,11.3719,9.4506,-0.5618,-9.748,8.2782,-6.9391,-8.9272,-2.4638,-8.2804
2081,41.62,21,FH,recovery,-2.6424,0.0367,0.1203,90.0,-43.02,-155.62,-1.438,-11.165,-1.468,17.432,27.822,right_knee_joint,2.967,0,1,-2.064,-0.342,7.382,-1.711,-0.7165,1.816,2.7567,0.2356,0.3019,2.7319,-1.0313,0.4784,0.267,2.7847,0.4284,-1.7863,-0.838,-0.8283,-0.3847,-2.0896,0.1512,-0.2716,-2.1405,1.9366,2.1649,0.4347,-1.9645,1.7574,-1.7195,-1.5061,-0.5704,-1.4655,-0.6748,1.505,3.5409,8.1834,-3.2345,3.1747,4.5911,0.7088,4.2312,5.3244,0.9056,-0.6504,-7.7146,-0.3576,-0.592,-9.4021,1.645,0.9985,0.0021,1.9457,8.9932,-0.4585,-5.2107,-16.5773,0.5411,-0.0917,-2.4914,-17.4325,-1.0076,-10.0918,-0.9757,9.1763,14.3027,-0.4876,10.582,20.2458,-1.6955,0.6523,0.784,27.8218,0.5334,-8.4495,-3.4106,-14.3007,-3.1347,-16.8437,-0.3446,-0.4718,-12.2853,12.6966,8.7987,-0.3327,-9.2841,7.6947,-6.722,-8.1441,-1.0802,-6.8759
2082,41.64,21,FH,recovery,-2.6514,0.0479,0.0946,95.72,-35.28,-163.19,-2.5,-5.074,-3.02,9.378,21.591,right_knee_joint,2.88,0,1,-2.081,-0.342,7.384,-1.6912,-0.6942,1.9053,2.8834,0.1398,0.3701,2.7994,-0.9215,0.4541,0.3609,2.8147,0.4238,-1.8836,-0.8497,-0.8408,-0.4781,-2.1733,0.0998,-0.2459,-2.058,2.1324,2.1482,0.3169,-2.1319,1.7682,-1.7012,-1.5479,-0.7668,-1.4945,0.1424,1.1111,3.8084,4.5338,-7.5744,3.6266,0.8887,8.9094,-2.3913,4.3939,3.3241,-0.027,-3.0946,-0.5945,-0.1473,-1.0614,-9.1395,-3.0207,1.9832,2.0072,9.3782,-1.0783,-5.3193,-1.6103,0.537,0.876,-1.7557,-1.4647,-1.4795,-7.7718,-0.221,9.1866,10.4543,-0.1952,7.9989,16.1671,-0.5014,0.124,1.457,21.5909,1.8699,-7.8912,-3.1704,-11.0354,-2.9176,-13.183,-1.5492,0.0294,-10.7256,11.0128,7.5843,-0.7159,-7.6535,7.1277,-6.1812,-7.7101,-0.0591,-5.4313
2083,41.66,21,FH,recovery,-2.652,0.0551,0.0978,100.97,-34.08,-170.82,-3.199,-0.591,-4.743,12.555,14.182,right_knee_joint,2.88,0,1,-2.097,-0.342,7.383,-1.6716,-0.6391,1.939,2.9316,-0.0186,0.4437,2.7992,-0.6851,0.3573,0.4532,2.8675,0.4345,-1.8911,-0.8589,-0.8489,-0.4729,-2.3188,0.0062,-0.1828,-2.0132,2.3308,2.0987,0.2794,-2.1109,1.7947,-1.6858,-1.5838,-0.7133,-1.4982,1.5904,3.7929,-0.446,1.1323,-7.1909,2.7821,-0.3643,12.5551,-6.4195,4.1869,1.4644,1.1141,1.5067,-0.2407,-0.5985,0.7073,-2.1569,-4.5279,2.951,3.0277,11.5699,-3.4635,1.3297,2.113,2.5616,0.5961,-1.9525,5.0252,-0.3417,-5.7862,0.0439,8.4422,6.9576,-0.5392,5.3214,12.0101,0.4601,-0.6223,1.9866,14.1815,2.7732,-6.8876,-2.1843,-8.3486,-2.0753,-10.1712,-2.8366,-0.0787,-9.7953,9.1724,6.7532,-0.8657,-6.1349,6.0104,-5.086,-6.2578,1.0649,-3.8848
2084,41.68,21,FH,recovery,-2.6481,0.0622,0.1115,104.03,-37.66,179.05,-1.438,4.699,-8.314,10.791,9.141,left_shoulder_yaw_joint,2.285,0,1,-2.113,-0.342,7.378,-1.5975,-0.4974,1.8753,2.8679,-0.1392,0.5064,2.7935,-0.4477,0.1682,0.5279,2.8559,0.4633,-1.8077,-0.8294,-0.8608,-0.4536,-2.3142,-0.0724,-0.136,-1.9254,2.5064,2.0093,0.3121,-2.0623,1.8153,-1.6772,-1.599,-0.6214,-1.4818,4.4524,8.5872,-4.6275,-5.7928,-4.2328,2.4216,-0.3083,10.6473,-10.7915,3.4552,-1.8934,1.5528,5.016,1.8851,-0.6024,1.0357,1.1182,-3.3746,2.0103,4.9215,6.6341,-4.0323,1.4371,2.3259,-0.0312,0.4594,-0.1137,4.1227,2.122,-4.7764,-0.4814,7.0194,3.4464,-1.9422,1.6396,8.1215,2.1656,-1.1643,2.8785,7.2977,2.9971,-5.7824,0.8632,-5.2005,-1.2123,-6.9092,-3.7986,-0.0554,-9.1408,7.2862,6.0452,-1.723,-4.8068,4.4751,-3.1485,-4.0902,2.2147,-2.3058
2085,41.7,21,FH,recovery,-2.6481,0.0683,0.1263,107.1,-49.81,167.02,0.32,13.345,-7.591,17.452,7.299,left_ankle_pitch_joint,1.886,0,1,-2.13,-0.342,7.368,-1.5387,-0.2882,1.6702,2.6002,-0.2482,0.5373,2.7808,-0.2854,-0.0297,0.6325,2.6919,0.4892,-1.6699,-0.6402,-0.8467,-0.4355,-2.2912,-0.1326,-0.0886,-1.8493,2.539,1.9565,0.3112,-2.0198,1.7514,-1.665,-1.5207,-0.4579,-1.4213,0.0221,10.278,-12.8142,-17.4518,-6.7449,-0.2345,-1.3198,2.6982,-7.8996,5.6053,-9.3669,0.804,7.6187,10.8917,2.2269,0.7816,1.0204,-2.5651,3.8823,1.9466,-0.9343,-1.1751,-0.504,3.4181,-4.6453,1.5039,6.1425,13.6051,4.135,-3.8091,-4.6632,5.6801,1.0138,-1.8663,-0.8096,4.1859,1.5981,-1.9769,3.4736,0.4214,0.7447,-6.658,7.2988,0.5056,-0.1826,-3.58,-4.3759,0.3115,-6.9436,5.0264,5.5456,-2.2789,-3.974,3.1422,-1.0981,-3.8836,2.368,-1.1567
2086,41.72,21,FH,recovery,-2.653,0.0766,0.1404,106.31,-68.79,162.03,7.31,15.465,-4.191,20.305,7.616,left_ankle_pitch_joint,1.758,0,1,-2.146,-0.342,7.355,-1.6258,-0.1728,1.3787,2.1899,-0.3622,0.4399,2.6318,-0.4786,-0.2056,0.7396,2.5311,0.4923,-1.5517,-0.3483,-0.7086,-0.4027,-2.2741,-0.1797,-0.0343,-1.7969,2.4567,1.9311,0.2741,-1.8397,1.607,-1.5529,-1.3776,-0.1774,-1.3192,-6.6358,1.1106,-13.1065,-20.3053,-3.1291,-7.3069,-11.0522,-13.6806,-11.0682,4.2325,-6.4568,0.6361,5.2412,14.5479,7.6252,2.2672,0.7136,-1.9285,3.5306,2.5228,-6.59,-1.6067,-2.1864,11.0475,-8.2808,8.7385,7.2002,12.9301,6.479,-2.5473,-6.2125,3.3653,0.3581,-1.9564,-0.9329,2.9939,1.9035,-2.5061,2.2757,-0.138,-1.4872,-7.0332,7.6157,2.4695,0.0788,-2.9288,-3.9324,1.4284,-4.8371,4.2934,4.3616,-2.2128,-2.4791,1.1988,-0.7158,-3.3141,2.4386,-2.1423
2087,41.74,21,FH,recovery,-2.6526,0.0906,0.1539,49.45,-84.85,-145.9,9.383,12.618,-2.94,16.911,7.336,left_ankle_pitch_joint,1.743,0,1,-2.163,-0.343,7.338,-1.6801,-0.2434,1.1213,1.8156,-0.4068,0.297,2.377,-0.7251,-0.4569,0.7449,2.4271,0.5045,-1.4779,-0.0958,-0.4839,-0.346,-2.2275,-0.2114,0.0876,-1.6145,2.2672,1.8634,0.2428,-1.656,1.3763,-1.4707,-1.2168,0.0747,-1.1699,0.6151,-7.029,-12.0303,-16.9109,-2.2855,-6.6308,-12.7917,-9.7562,-13.0234,-0.2767,-4.4678,0.6863,2.479,10.749,13.8927,3.2323,3.5414,-1.2772,6.6302,11.9953,-10.8356,-4.7218,-0.9538,8.3513,-12.7019,2.2876,7.8982,11.4001,8.1827,-0.9704,-6.3705,2.0871,0.2772,-2.9972,-1.3726,0.9374,2.1362,-2.0111,3.7694,-1.1516,-1.4774,-5.7778,7.3357,1.0556,-0.1456,-2.32,-3.8094,0.9666,-4.1824,4.6989,3.7375,-1.9248,-1.0882,0.7888,-0.6992,-3.4053,2.3511,-1.4903
